Link_index	Source	Destination	Capacity(kbps)
0	0	2	1
1	0	68	1
2	1	2	1
3	1	3	1
4	1	4	1
5	1	6	1
6	1	11	1
7	1	15	1
8	1	19	1
9	1	21	1
10	1	22	1
11	1	27	1
12	1	29	1
13	1	34	1
14	1	39	1
15	1	43	1
16	1	48	1
17	1	50	1
18	1	59	1
19	1	60	1
20	1	62	1
21	2	3	1
22	2	4	1
23	2	5	1
24	2	6	1
25	2	9	1
26	2	10	1
27	2	13	1
28	2	17	1
29	2	18	1
30	2	24	1
31	2	36	1
32	2	40	1
33	2	56	1
34	2	68	1
35	3	5	1
36	3	7	1
37	3	8	1
38	3	10	1
39	3	12	1
40	3	13	1
41	3	16	1
42	3	19	1
43	3	20	1
44	3	23	1
45	3	26	1
46	3	30	1
47	3	31	1
48	3	35	1
49	3	38	1
50	3	49	1
51	3	51	1
52	3	54	1
53	3	59	1
54	3	63	1
55	3	66	1
56	4	23	1
57	4	24	1
58	4	25	1
59	4	51	1
60	5	7	1
61	5	9	1
62	5	17	1
63	5	18	1
64	5	37	1
65	6	25	1
66	6	53	1
67	6	54	1
68	7	8	1
69	7	28	1
70	7	38	1
71	7	64	1
72	8	22	1
73	8	27	1
74	8	41	1
75	8	53	1
76	9	14	1
77	9	28	1
78	9	36	1
79	9	44	1
80	9	69	1
81	10	11	1
82	10	12	1
83	10	14	1
84	10	26	1
85	10	60	1
86	10	67	1
87	11	21	1
88	11	32	1
89	11	47	1
90	12	16	1
91	12	20	1
92	12	42	1
93	12	46	1
94	12	50	1
95	12	57	1
96	12	58	1
97	13	15	1
98	15	43	1
99	16	58	1
100	17	29	1
101	17	33	1
102	17	44	1
103	17	45	1
104	18	31	1
105	18	32	1
106	24	34	1
107	24	40	1
108	24	46	1
109	24	62	1
110	25	33	1
111	25	65	1
112	25	66	1
113	26	30	1
114	26	55	1
115	27	42	1
116	28	47	1
117	28	69	1
118	29	35	1
119	29	41	1
120	29	52	1
121	32	45	1
122	34	37	1
123	38	39	1
124	40	48	1
125	40	67	1
126	41	49	1
127	42	52	1
128	42	61	1
129	47	55	1
130	47	57	1
131	47	63	1
132	49	61	1
133	50	64	1
134	51	56	1
135	61	65	1
