Link_index	Source	Destination	Capacity(kbps)
0	0	2	1
1	1	2	1
2	1	3	1
3	1	6	1
4	1	7	1
5	1	11	1
6	1	24	1
7	1	41	1
8	1	53	1
9	1	78	1
10	1	130	1
11	2	3	1
12	2	4	1
13	2	5	1
14	2	9	1
15	2	10	1
16	2	12	1
17	2	13	1
18	2	15	1
19	2	17	1
20	2	20	1
21	2	27	1
22	2	30	1
23	2	31	1
24	2	42	1
25	2	43	1
26	2	45	1
27	2	50	1
28	2	60	1
29	2	61	1
30	2	64	1
31	2	74	1
32	2	80	1
33	2	93	1
34	2	124	1
35	2	126	1
36	2	145	1
37	2	147	1
38	2	153	1
39	2	169	1
40	2	171	1
41	2	175	1
42	2	177	1
43	3	4	1
44	3	5	1
45	3	6	1
46	3	7	1
47	3	15	1
48	3	16	1
49	3	57	1
50	3	73	1
51	3	97	1
52	3	101	1
53	3	140	1
54	3	151	1
55	4	19	1
56	4	23	1
57	4	49	1
58	4	50	1
59	4	54	1
60	4	55	1
61	4	62	1
62	4	89	1
63	4	100	1
64	4	104	1
65	4	128	1
66	4	173	1
67	5	8	1
68	5	18	1
69	5	25	1
70	5	40	1
71	5	52	1
72	5	70	1
73	5	75	1
74	5	85	1
75	5	90	1
76	5	108	1
77	5	122	1
78	5	164	1
79	5	179	1
80	6	8	1
81	6	13	1
82	6	36	1
83	6	44	1
84	6	154	1
85	6	167	1
86	7	9	1
87	7	10	1
88	7	11	1
89	7	12	1
90	7	14	1
91	7	17	1
92	7	29	1
93	7	33	1
94	7	39	1
95	7	51	1
96	7	53	1
97	7	56	1
98	7	62	1
99	7	63	1
100	7	68	1
101	7	69	1
102	7	72	1
103	7	79	1
104	7	81	1
105	7	87	1
106	7	95	1
107	7	110	1
108	7	115	1
109	7	116	1
110	7	137	1
111	7	149	1
112	7	151	1
113	7	170	1
114	7	176	1
115	8	26	1
116	9	86	1
117	9	94	1
118	9	101	1
119	9	162	1
120	10	76	1
121	10	84	1
122	10	164	1
123	11	34	1
124	12	16	1
125	12	30	1
126	12	105	1
127	12	109	1
128	12	132	1
129	12	133	1
130	13	14	1
131	13	19	1
132	13	20	1
133	13	21	1
134	13	24	1
135	13	36	1
136	13	37	1
137	13	38	1
138	13	47	1
139	13	60	1
140	13	65	1
141	13	66	1
142	13	74	1
143	13	90	1
144	13	127	1
145	13	138	1
146	13	155	1
147	14	21	1
148	14	22	1
149	14	23	1
150	14	25	1
151	14	55	1
152	14	58	1
153	14	65	1
154	14	73	1
155	14	79	1
156	14	91	1
157	14	111	1
158	14	119	1
159	14	135	1
160	14	161	1
161	14	165	1
162	15	18	1
163	15	26	1
164	15	28	1
165	15	35	1
166	15	91	1
167	15	107	1
168	15	120	1
169	15	123	1
170	16	27	1
171	16	28	1
172	16	33	1
173	16	37	1
174	16	43	1
175	16	150	1
176	18	35	1
177	18	45	1
178	19	29	1
179	19	51	1
180	19	54	1
181	19	162	1
182	20	22	1
183	20	40	1
184	20	47	1
185	20	58	1
186	20	67	1
187	20	93	1
188	20	98	1
189	20	99	1
190	21	42	1
191	21	174	1
192	22	32	1
193	22	38	1
194	22	77	1
195	22	83	1
196	22	85	1
197	22	114	1
198	22	120	1
199	22	135	1
200	22	139	1
201	22	142	1
202	23	41	1
203	23	68	1
204	23	69	1
205	23	82	1
206	23	95	1
207	23	136	1
208	24	59	1
209	24	113	1
210	25	31	1
211	25	48	1
212	25	63	1
213	25	80	1
214	25	89	1
215	25	94	1
216	25	96	1
217	25	99	1
218	25	103	1
219	25	121	1
220	25	130	1
221	25	143	1
222	25	146	1
223	25	163	1
224	26	83	1
225	26	104	1
226	26	115	1
227	26	159	1
228	27	46	1
229	27	48	1
230	27	56	1
231	27	59	1
232	27	75	1
233	27	107	1
234	27	123	1
235	27	140	1
236	28	71	1
237	29	32	1
238	29	34	1
239	30	166	1
240	31	127	1
241	31	146	1
242	32	98	1
243	32	131	1
244	33	44	1
245	33	64	1
246	33	106	1
247	33	137	1
248	34	77	1
249	34	78	1
250	34	129	1
251	34	174	1
252	35	144	1
253	36	66	1
254	36	119	1
255	36	134	1
256	37	39	1
257	38	67	1
258	38	178	1
259	39	46	1
260	39	129	1
261	39	144	1
262	42	125	1
263	43	87	1
264	43	169	1
265	44	49	1
266	46	81	1
267	46	117	1
268	47	88	1
269	47	106	1
270	49	88	1
271	49	108	1
272	49	150	1
273	49	173	1
274	50	52	1
275	50	76	1
276	50	121	1
277	53	72	1
278	53	92	1
279	54	158	1
280	55	177	1
281	56	57	1
282	56	61	1
283	56	128	1
284	56	156	1
285	57	131	1
286	58	71	1
287	58	105	1
288	59	96	1
289	59	118	1
290	60	159	1
291	64	70	1
292	64	82	1
293	64	111	1
294	68	92	1
295	68	102	1
296	69	152	1
297	71	110	1
298	71	126	1
299	72	122	1
300	73	153	1
301	74	134	1
302	74	154	1
303	74	156	1
304	74	166	1
305	75	103	1
306	76	132	1
307	76	168	1
308	76	175	1
309	77	84	1
310	77	155	1
311	78	86	1
312	78	116	1
313	78	143	1
314	78	157	1
315	81	114	1
316	81	157	1
317	82	112	1
318	82	163	1
319	82	172	1
320	83	100	1
321	83	117	1
322	83	148	1
323	84	97	1
324	84	102	1
325	85	142	1
326	86	109	1
327	89	113	1
328	95	112	1
329	95	160	1
330	95	168	1
331	96	124	1
332	96	158	1
333	98	172	1
334	99	149	1
335	100	125	1
336	100	152	1
337	100	171	1
338	100	179	1
339	101	148	1
340	105	118	1
341	107	141	1
342	114	133	1
343	115	170	1
344	118	138	1
345	118	139	1
346	118	178	1
347	125	136	1
348	128	165	1
349	130	161	1
350	135	141	1
351	137	147	1
352	140	160	1
353	141	145	1
354	141	176	1
355	162	167	1
