Link_index	Source	Destination	Capacity(kbps)
0	0	2	1
1	0	4	1
2	0	5	1
3	0	16	1
4	0	24	1
5	0	34	1
6	1	2	1
7	1	3	1
8	1	4	1
9	1	6	1
10	1	8	1
11	1	10	1
12	1	11	1
13	1	16	1
14	1	18	1
15	1	23	1
16	1	27	1
17	1	32	1
18	1	35	1
19	1	38	1
20	1	41	1
21	1	48	1
22	2	3	1
23	2	6	1
24	2	7	1
25	2	14	1
26	2	18	1
27	2	26	1
28	2	31	1
29	2	37	1
30	2	38	1
31	2	44	1
32	2	47	1
33	2	48	1
34	3	8	1
35	3	11	1
36	3	13	1
37	3	17	1
38	3	20	1
39	3	22	1
40	3	27	1
41	3	41	1
42	4	5	1
43	4	9	1
44	4	15	1
45	4	21	1
46	4	23	1
47	4	30	1
48	4	36	1
49	5	10	1
50	5	12	1
51	5	19	1
52	5	21	1
53	5	22	1
54	5	25	1
55	5	40	1
56	5	45	1
57	6	7	1
58	6	9	1
59	6	12	1
60	6	33	1
61	8	13	1
62	8	14	1
63	8	15	1
64	8	17	1
65	8	19	1
66	8	29	1
67	8	31	1
68	8	36	1
69	8	47	1
70	10	34	1
71	14	24	1
72	14	40	1
73	15	20	1
74	16	28	1
75	16	30	1
76	16	49	1
77	19	39	1
78	22	35	1
79	22	43	1
80	22	45	1
81	24	25	1
82	24	29	1
83	24	33	1
84	24	37	1
85	24	39	1
86	25	26	1
87	26	28	1
88	26	42	1
89	27	46	1
90	28	32	1
91	28	43	1
92	30	44	1
93	33	42	1
94	36	49	1
95	43	46	1
