Link_index	Source	Destination	Capacity(kbps)
0	0	8	1
1	0	12	1
2	0	16	1
3	0	25	1
4	0	27	1
5	0	37	1
6	0	40	1
7	1	17	1
8	1	24	1
9	1	35	1
10	1	46	1
11	2	20	1
12	2	26	1
13	2	37	1
14	2	44	1
15	2	46	1
16	3	41	1
17	3	47	1
18	4	8	1
19	4	11	1
20	4	14	1
21	4	15	1
22	4	39	1
23	5	6	1
24	5	14	1
25	5	23	1
26	5	25	1
27	5	26	1
28	5	32	1
29	5	39	1
30	5	40	1
31	5	42	1
32	5	45	1
33	5	49	1
34	6	20	1
35	6	35	1
36	6	40	1
37	7	8	1
38	7	13	1
39	7	26	1
40	7	37	1
41	7	38	1
42	7	45	1
43	7	47	1
44	8	12	1
45	8	15	1
46	8	31	1
47	8	36	1
48	9	10	1
49	9	17	1
50	9	23	1
51	9	37	1
52	9	39	1
53	10	11	1
54	10	15	1
55	10	24	1
56	10	25	1
57	10	34	1
58	11	20	1
59	11	35	1
60	11	39	1
61	11	43	1
62	11	45	1
63	11	46	1
64	11	49	1
65	12	16	1
66	12	21	1
67	12	38	1
68	12	46	1
69	13	41	1
70	14	17	1
71	15	26	1
72	15	29	1
73	15	31	1
74	15	38	1
75	15	44	1
76	16	42	1
77	17	20	1
78	17	21	1
79	17	26	1
80	17	41	1
81	17	45	1
82	18	44	1
83	19	44	1
84	20	45	1
85	21	25	1
86	21	40	1
87	21	47	1
88	22	43	1
89	23	24	1
90	23	28	1
91	23	34	1
92	23	44	1
93	24	27	1
94	24	31	1
95	25	34	1
96	25	35	1
97	25	42	1
98	25	44	1
99	26	31	1
100	26	44	1
101	27	36	1
102	27	40	1
103	27	44	1
104	28	36	1
105	29	39	1
106	31	34	1
107	31	45	1
108	31	46	1
109	31	49	1
110	32	42	1
111	32	45	1
112	33	45	1
113	35	39	1
114	35	43	1
115	37	49	1
116	38	43	1
117	39	45	1
118	39	46	1
119	39	47	1
120	39	49	1
121	40	41	1
122	40	46	1
123	42	49	1
