Link_index	Source	Destination	Capacity(kbps)
0	0	11	1
1	0	14	1
2	0	15	1
3	0	29	1
4	0	33	1
5	0	38	1
6	1	3	1
7	1	14	1
8	1	24	1
9	1	30	1
10	1	35	1
11	1	37	1
12	2	9	1
13	2	23	1
14	2	26	1
15	2	29	1
16	2	36	1
17	2	39	1
18	3	12	1
19	3	29	1
20	3	32	1
21	4	29	1
22	5	9	1
23	5	11	1
24	5	22	1
25	5	33	1
26	6	15	1
27	6	23	1
28	6	26	1
29	7	14	1
30	7	23	1
31	7	28	1
32	7	30	1
33	8	10	1
34	8	11	1
35	8	16	1
36	8	35	1
37	9	14	1
38	9	30	1
39	9	33	1
40	9	35	1
41	10	37	1
42	12	24	1
43	13	31	1
44	14	23	1
45	15	20	1
46	15	30	1
47	17	31	1
48	17	35	1
49	18	28	1
50	19	21	1
51	19	27	1
52	19	34	1
53	19	37	1
54	20	30	1
55	20	33	1
56	21	22	1
57	23	24	1
58	24	35	1
59	24	37	1
60	25	31	1
61	26	31	1
62	26	32	1
63	28	32	1
64	30	32	1
65	34	39	1
66	37	38	1
