Link_index	Source	Destination	Capacity(kbps)
0	0	11	1
1	0	44	1
2	0	57	1
3	0	67	1
4	0	126	1
5	0	133	1
6	0	143	1
7	1	15	1
8	1	23	1
9	1	37	1
10	1	64	1
11	1	69	1
12	1	73	1
13	1	76	1
14	1	81	1
15	1	86	1
16	1	94	1
17	1	100	1
18	2	13	1
19	2	35	1
20	2	114	1
21	2	115	1
22	2	127	1
23	2	134	1
24	2	152	1
25	3	143	1
26	3	156	1
27	4	14	1
28	4	17	1
29	4	23	1
30	4	49	1
31	4	69	1
32	4	80	1
33	4	83	1
34	5	9	1
35	5	23	1
36	5	54	1
37	5	68	1
38	5	91	1
39	5	92	1
40	5	103	1
41	5	127	1
42	5	135	1
43	6	39	1
44	6	46	1
45	6	49	1
46	6	69	1
47	6	96	1
48	6	111	1
49	6	124	1
50	6	154	1
51	6	157	1
52	7	17	1
53	7	22	1
54	7	40	1
55	7	80	1
56	7	142	1
57	7	154	1
58	8	10	1
59	8	29	1
60	8	39	1
61	8	68	1
62	8	89	1
63	8	112	1
64	8	114	1
65	8	139	1
66	9	50	1
67	9	64	1
68	9	77	1
69	9	120	1
70	9	130	1
71	9	134	1
72	9	151	1
73	10	89	1
74	10	103	1
75	10	109	1
76	10	123	1
77	10	130	1
78	10	135	1
79	10	136	1
80	10	148	1
81	11	34	1
82	11	53	1
83	11	84	1
84	11	94	1
85	11	113	1
86	11	115	1
87	11	135	1
88	11	140	1
89	11	148	1
90	12	54	1
91	12	90	1
92	12	95	1
93	12	118	1
94	12	122	1
95	12	148	1
96	13	45	1
97	13	69	1
98	13	73	1
99	13	109	1
100	13	129	1
101	13	146	1
102	14	19	1
103	14	52	1
104	14	82	1
105	14	104	1
106	14	154	1
107	15	28	1
108	15	58	1
109	15	81	1
110	15	86	1
111	15	91	1
112	15	118	1
113	15	134	1
114	15	155	1
115	16	17	1
116	16	22	1
117	16	98	1
118	16	104	1
119	16	116	1
120	16	151	1
121	16	152	1
122	17	19	1
123	17	37	1
124	17	55	1
125	17	71	1
126	17	91	1
127	17	92	1
128	17	117	1
129	17	126	1
130	17	159	1
131	18	68	1
132	18	83	1
133	18	95	1
134	18	97	1
135	18	104	1
136	18	125	1
137	18	154	1
138	19	73	1
139	19	99	1
140	19	101	1
141	19	114	1
142	19	126	1
143	19	131	1
144	19	147	1
145	20	46	1
146	20	60	1
147	20	61	1
148	20	99	1
149	20	151	1
150	21	29	1
151	21	40	1
152	21	63	1
153	21	65	1
154	21	68	1
155	21	79	1
156	21	89	1
157	21	104	1
158	21	156	1
159	22	25	1
160	22	45	1
161	22	98	1
162	22	116	1
163	22	122	1
164	22	138	1
165	23	32	1
166	23	47	1
167	23	86	1
168	23	87	1
169	23	88	1
170	23	123	1
171	23	126	1
172	23	128	1
173	23	151	1
174	24	25	1
175	24	42	1
176	24	69	1
177	24	108	1
178	24	118	1
179	24	123	1
180	25	36	1
181	25	39	1
182	25	55	1
183	25	57	1
184	25	64	1
185	25	93	1
186	25	120	1
187	25	124	1
188	25	155	1
189	26	32	1
190	26	44	1
191	26	49	1
192	26	87	1
193	26	116	1
194	26	121	1
195	26	122	1
196	26	123	1
197	26	145	1
198	27	29	1
199	27	41	1
200	27	49	1
201	27	79	1
202	27	96	1
203	27	101	1
204	27	102	1
205	27	105	1
206	27	124	1
207	28	33	1
208	28	37	1
209	28	38	1
210	28	47	1
211	28	88	1
212	28	96	1
213	28	97	1
214	28	102	1
215	28	128	1
216	29	51	1
217	29	63	1
218	29	144	1
219	29	153	1
220	30	68	1
221	30	86	1
222	30	152	1
223	30	157	1
224	31	61	1
225	31	100	1
226	31	116	1
227	31	128	1
228	31	149	1
229	32	39	1
230	32	52	1
231	32	69	1
232	32	89	1
233	32	93	1
234	32	100	1
235	32	118	1
236	32	120	1
237	32	131	1
238	32	154	1
239	33	43	1
240	33	46	1
241	33	75	1
242	33	85	1
243	33	93	1
244	33	104	1
245	33	155	1
246	34	42	1
247	34	74	1
248	34	85	1
249	34	157	1
250	35	63	1
251	35	82	1
252	35	127	1
253	36	59	1
254	36	83	1
255	36	108	1
256	36	114	1
257	36	120	1
258	36	137	1
259	37	52	1
260	37	119	1
261	37	142	1
262	37	155	1
263	38	50	1
264	38	57	1
265	38	88	1
266	38	125	1
267	38	153	1
268	38	156	1
269	39	40	1
270	39	70	1
271	39	73	1
272	39	126	1
273	39	130	1
274	39	142	1
275	39	146	1
276	40	49	1
277	40	51	1
278	40	54	1
279	40	74	1
280	40	76	1
281	40	129	1
282	40	143	1
283	40	159	1
284	41	48	1
285	41	49	1
286	41	50	1
287	41	79	1
288	41	91	1
289	41	93	1
290	41	99	1
291	41	110	1
292	41	139	1
293	41	149	1
294	41	151	1
295	41	157	1
296	42	83	1
297	42	86	1
298	42	100	1
299	42	107	1
300	42	123	1
301	43	88	1
302	43	96	1
303	43	122	1
304	43	134	1
305	43	143	1
306	43	158	1
307	44	59	1
308	44	73	1
309	44	102	1
310	44	124	1
311	45	67	1
312	45	77	1
313	45	107	1
314	45	109	1
315	45	112	1
316	45	123	1
317	45	141	1
318	45	143	1
319	46	61	1
320	46	91	1
321	46	107	1
322	46	157	1
323	46	158	1
324	47	51	1
325	47	53	1
326	47	62	1
327	47	98	1
328	47	110	1
329	47	156	1
330	47	157	1
331	48	59	1
332	48	66	1
333	48	74	1
334	48	94	1
335	48	121	1
336	48	154	1
337	49	68	1
338	49	82	1
339	49	128	1
340	49	145	1
341	50	67	1
342	50	120	1
343	50	124	1
344	50	137	1
345	51	80	1
346	51	88	1
347	51	136	1
348	51	144	1
349	52	55	1
350	52	64	1
351	52	69	1
352	52	83	1
353	52	104	1
354	52	122	1
355	52	124	1
356	52	125	1
357	52	138	1
358	52	152	1
359	53	55	1
360	53	111	1
361	53	121	1
362	53	156	1
363	54	55	1
364	54	63	1
365	54	82	1
366	54	125	1
367	54	132	1
368	54	139	1
369	54	144	1
370	56	68	1
371	56	85	1
372	56	106	1
373	56	128	1
374	56	134	1
375	56	149	1
376	56	152	1
377	56	159	1
378	57	82	1
