Link_index	Source	Destination	Capacity(kbps)
0	0	6	1
1	0	15	1
2	0	40	1
3	0	45	1
4	0	47	1
5	0	50	1
6	0	57	1
7	0	61	1
8	0	63	1
9	0	65	1
10	0	67	1
11	0	73	1
12	0	98	1
13	0	105	1
14	0	123	1
15	0	142	1
16	0	157	1
17	0	166	1
18	0	177	1
19	1	32	1
20	1	35	1
21	1	49	1
22	1	90	1
23	1	95	1
24	1	100	1
25	1	101	1
26	1	112	1
27	1	116	1
28	1	118	1
29	1	124	1
30	1	133	1
31	1	144	1
32	1	154	1
33	1	155	1
34	1	157	1
35	1	158	1
36	1	160	1
37	1	170	1
38	2	17	1
39	2	19	1
40	2	21	1
41	2	26	1
42	2	39	1
43	2	71	1
44	2	81	1
45	2	83	1
46	2	84	1
47	2	110	1
48	2	113	1
49	2	117	1
50	2	124	1
51	2	125	1
52	2	137	1
53	2	155	1
54	3	4	1
55	3	9	1
56	3	20	1
57	3	22	1
58	3	27	1
59	3	28	1
60	3	29	1
61	3	43	1
62	3	44	1
63	3	51	1
64	3	58	1
65	3	64	1
66	3	72	1
67	3	81	1
68	3	91	1
69	3	95	1
70	3	105	1
71	3	114	1
72	3	117	1
73	3	131	1
74	3	133	1
75	3	143	1
76	3	153	1
77	3	156	1
78	3	158	1
79	3	161	1
80	3	169	1
81	3	178	1
82	4	5	1
83	4	9	1
84	4	10	1
85	4	11	1
86	4	17	1
87	4	30	1
88	4	33	1
89	4	60	1
90	4	74	1
91	4	86	1
92	4	147	1
93	4	159	1
94	4	171	1
95	5	13	1
96	5	28	1
97	5	46	1
98	5	54	1
99	5	56	1
100	5	67	1
101	5	76	1
102	5	78	1
103	5	83	1
104	5	96	1
105	5	109	1
106	5	115	1
107	5	137	1
108	5	143	1
109	5	166	1
110	5	174	1
111	6	19	1
112	6	21	1
113	6	24	1
114	6	43	1
115	6	54	1
116	6	68	1
117	6	72	1
118	6	82	1
119	6	94	1
120	6	98	1
121	6	130	1
122	6	138	1
123	6	148	1
124	6	150	1
125	6	152	1
126	6	161	1
127	6	166	1
128	7	17	1
129	7	34	1
130	7	39	1
131	7	40	1
132	7	42	1
133	7	52	1
134	7	56	1
135	7	59	1
136	7	64	1
137	7	66	1
138	7	67	1
139	7	91	1
140	7	107	1
141	7	123	1
142	7	129	1
143	7	141	1
144	7	145	1
145	7	161	1
146	7	166	1
147	8	10	1
148	8	28	1
149	8	30	1
150	8	47	1
151	8	55	1
152	8	66	1
153	8	72	1
154	8	79	1
155	8	81	1
156	8	90	1
157	8	91	1
158	8	111	1
159	8	114	1
160	8	148	1
161	8	167	1
162	8	170	1
163	9	44	1
164	9	46	1
165	9	56	1
166	9	67	1
167	9	76	1
168	9	114	1
169	9	138	1
170	9	143	1
171	9	146	1
172	9	162	1
173	9	177	1
174	9	178	1
175	10	26	1
176	10	32	1
177	10	42	1
178	10	47	1
179	10	69	1
180	10	74	1
181	10	80	1
182	10	83	1
183	10	85	1
184	10	86	1
185	10	99	1
186	10	116	1
187	10	120	1
188	10	127	1
189	10	138	1
190	10	140	1
191	10	143	1
192	10	146	1
193	10	147	1
194	10	159	1
195	10	165	1
196	10	177	1
197	10	178	1
198	11	17	1
199	11	31	1
200	11	65	1
201	11	72	1
202	11	99	1
203	11	112	1
204	11	117	1
205	11	139	1
206	11	141	1
207	11	144	1
208	11	153	1
