Link_index	Source	Destination	Capacity(kbps)
0	0	2	1
1	0	3	1
2	0	5	1
3	0	14	1
4	0	26	1
5	0	30	1
6	0	36	1
7	0	58	1
8	0	65	1
9	0	72	1
10	0	148	1
11	0	214	1
12	0	267	1
13	0	394	1
14	0	397	1
15	1	2	1
16	1	4	1
17	1	6	1
18	1	7	1
19	1	9	1
20	1	15	1
21	1	16	1
22	1	17	1
23	1	18	1
24	1	23	1
25	1	24	1
26	1	26	1
27	1	32	1
28	1	33	1
29	1	35	1
30	1	37	1
31	1	39	1
32	1	40	1
33	1	44	1
34	1	49	1
35	1	51	1
36	1	53	1
37	1	55	1
38	1	57	1
39	1	62	1
40	1	63	1
41	1	71	1
42	1	82	1
43	1	89	1
44	1	92	1
45	1	93	1
46	1	105	1
47	1	112	1
48	1	114	1
49	1	115	1
50	1	136	1
51	1	157	1
52	1	158	1
53	1	166	1
54	1	170	1
55	1	172	1
56	1	178	1
57	1	185	1
58	1	188	1
59	1	199	1
60	1	214	1
61	1	227	1
62	1	228	1
63	1	233	1
64	1	235	1
65	1	239	1
66	1	243	1
67	1	246	1
68	1	269	1
69	1	270	1
70	1	281	1
71	1	286	1
72	1	299	1
73	1	310	1
74	1	321	1
75	1	329	1
76	1	336	1
77	1	337	1
78	1	342	1
79	1	359	1
80	1	366	1
81	1	375	1
82	1	393	1
83	2	3	1
84	2	5	1
85	2	10	1
86	2	13	1
87	2	15	1
88	2	20	1
89	2	25	1
90	2	31	1
91	2	37	1
92	2	49	1
93	2	68	1
94	2	78	1
95	2	84	1
96	2	96	1
97	2	102	1
98	2	113	1
99	2	123	1
100	2	125	1
101	2	142	1
102	2	146	1
103	2	159	1
104	2	168	1
105	2	241	1
106	2	248	1
107	2	260	1
108	2	264	1
109	2	367	1
110	2	380	1
111	2	392	1
112	3	4	1
113	3	7	1
114	3	8	1
115	3	9	1
116	3	12	1
117	3	19	1
118	3	24	1
119	3	28	1
120	3	30	1
121	3	36	1
122	3	38	1
123	3	40	1
124	3	48	1
125	3	69	1
126	3	71	1
127	3	75	1
128	3	83	1
129	3	85	1
130	3	89	1
131	3	92	1
132	3	95	1
133	3	101	1
134	3	135	1
135	3	136	1
136	3	154	1
137	3	188	1
138	3	199	1
139	3	213	1
140	3	243	1
141	3	271	1
142	3	297	1
143	3	308	1
144	3	312	1
145	3	321	1
146	3	322	1
147	3	367	1
148	4	6	1
149	4	11	1
150	4	12	1
151	4	13	1
152	4	21	1
153	4	41	1
154	4	56	1
155	4	68	1
156	4	73	1
157	4	77	1
158	4	102	1
159	4	121	1
