Link_index	Source	Destination	Capacity(kbps)
0	0	1	1
1	1	0	1
2	1	2	1
3	2	1	1
4	2	3	1
5	3	2	1
6	3	4	1
7	4	3	1
8	4	5	1
9	5	4	1
10	5	6	1
11	6	5	1
12	6	7	1
13	7	6	1
14	7	8	1
15	8	7	1
16	8	9	1
17	9	8	1
18	9	10	1
19	10	9	1
20	10	11	1
21	11	10	1
22	11	12	1
23	12	11	1
24	12	13	1
25	13	12	1
26	13	14	1
27	14	13	1
28	14	15	1
29	15	14	1
30	15	16	1
31	16	15	1
32	16	17	1
33	17	16	1
34	17	18	1
35	18	17	1
36	18	19	1
37	19	18	1
38	19	20	1
39	20	19	1
40	20	21	1
41	21	20	1
42	21	22	1
43	22	21	1
44	22	23	1
45	23	22	1
46	23	24	1
47	24	23	1
48	24	25	1
49	25	24	1
50	25	26	1
51	26	25	1
52	26	27	1
53	27	26	1
54	27	28	1
55	28	27	1
56	28	29	1
57	29	28	1
58	29	30	1
59	30	29	1
60	30	31	1
61	31	30	1
62	31	32	1
63	32	31	1
64	32	33	1
65	33	32	1
66	33	34	1
67	34	33	1
68	34	35	1
69	35	34	1
70	35	36	1
71	36	35	1
72	36	37	1
73	37	36	1
74	37	38	1
75	38	37	1
76	38	39	1
77	39	38	1
78	39	40	1
79	40	39	1
80	40	41	1
81	41	40	1
82	41	42	1
83	42	41	1
84	42	43	1
85	43	42	1
86	43	44	1
87	44	43	1
88	44	45	1
89	45	44	1
90	45	46	1
91	46	45	1
92	46	47	1
93	47	46	1
94	47	48	1
95	48	47	1
96	48	49	1
97	49	48	1
98	49	50	1
99	50	49	1
100	50	51	1
101	51	50	1
102	51	52	1
103	52	51	1
104	52	53	1
105	53	52	1
106	53	54	1
107	54	53	1
108	54	55	1
109	55	54	1
110	55	56	1
111	56	55	1
112	56	57	1
113	57	56	1
114	57	58	1
115	58	57	1
116	58	59	1
117	59	58	1
118	59	60	1
119	60	59	1
120	60	61	1
121	61	60	1
122	61	62	1
123	62	61	1
124	62	63	1
125	63	62	1
126	63	64	1
127	64	63	1
128	64	65	1
129	65	64	1
130	65	66	1
131	66	65	1
132	66	67	1
133	67	66	1
134	67	68	1
135	68	67	1
136	68	69	1
137	69	68	1
138	69	70	1
139	70	69	1
140	70	71	1
141	71	70	1
142	71	72	1
143	72	71	1
144	72	73	1
145	73	72	1
146	73	74	1
147	74	73	1
148	74	75	1
149	75	74	1
150	75	76	1
151	76	75	1
152	76	77	1
153	77	76	1
154	77	78	1
155	78	77	1
156	78	79	1
157	79	78	1
158	79	80	1
159	80	79	1
160	80	81	1
161	81	80	1
162	81	82	1
163	82	81	1
164	82	83	1
165	83	82	1
166	83	84	1
167	84	83	1
168	84	85	1
169	85	84	1
170	85	86	1
171	86	85	1
172	86	87	1
173	87	86	1
174	87	88	1
175	88	87	1
176	88	89	1
177	89	88	1
178	89	90	1
179	90	89	1
180	90	91	1
181	91	90	1
182	91	92	1
183	92	91	1
184	92	93	1
185	93	92	1
186	93	94	1
187	94	93	1
188	94	95	1
189	95	94	1
190	95	96	1
191	96	95	1
192	96	97	1
193	97	96	1
194	97	98	1
195	98	97	1
196	98	99	1
197	99	98	1
198	99	100	1
199	100	99	1
