Link_index	Source	Destination	Capacity(kbps)
0	0	16	1
1	0	25	1
2	0	34	1
3	0	46	1
4	0	60	1
5	0	61	1
6	0	63	1
7	0	100	1
8	0	102	1
9	0	109	1
10	0	118	1
11	0	121	1
12	0	123	1
13	0	131	1
14	0	140	1
15	0	142	1
16	0	151	1
17	0	156	1
18	0	157	1
19	0	158	1
20	0	170	1
21	0	176	1
22	0	204	1
23	0	207	1
24	0	209	1
25	0	221	1
26	0	224	1
27	0	225	1
28	0	227	1
29	0	231	1
30	0	263	1
31	0	265	1
32	0	269	1
33	0	271	1
34	0	310	1
35	0	318	1
36	0	340	1
37	0	356	1
38	0	361	1
39	0	362	1
40	0	381	1
41	0	394	1
42	1	7	1
43	1	14	1
44	1	17	1
45	1	32	1
46	1	37	1
47	1	40	1
48	1	51	1
49	1	67	1
50	1	75	1
51	1	111	1
52	1	112	1
53	1	126	1
54	1	132	1
55	1	153	1
56	1	165	1
57	1	175	1
58	1	187	1
59	1	221	1
60	1	235	1
61	1	245	1
62	1	250	1
63	1	271	1
64	1	272	1
65	1	274	1
66	1	275	1
67	1	287	1
68	1	290	1
69	1	298	1
70	1	305	1
71	1	329	1
72	1	340	1
73	1	341	1
74	1	349	1
75	1	356	1
76	1	361	1
77	1	367	1
78	2	4	1
79	2	24	1
80	2	34	1
81	2	40	1
82	2	45	1
83	2	58	1
84	2	75	1
85	2	83	1
86	2	89	1
87	2	123	1
88	2	137	1
89	2	143	1
90	2	153	1
91	2	186	1
92	2	193	1
93	2	195	1
94	2	199	1
95	2	207	1
96	2	223	1
97	2	246	1
98	2	259	1
99	2	276	1
100	2	284	1
101	2	285	1
102	2	302	1
103	2	328	1
104	2	354	1
105	2	370	1
106	2	374	1
107	2	380	1
108	2	382	1
109	2	384	1
110	3	22	1
111	3	34	1
112	3	55	1
113	3	63	1
114	3	72	1
115	3	76	1
116	3	83	1
117	3	88	1
118	3	90	1
119	3	92	1
120	3	94	1
121	3	116	1
122	3	119	1
123	3	139	1
124	3	151	1
125	3	161	1
126	3	162	1
127	3	172	1
128	3	176	1
129	3	197	1
130	3	223	1
131	3	246	1
132	3	256	1
133	3	267	1
134	3	268	1
135	3	271	1
136	3	286	1
137	3	301	1
138	3	313	1
139	3	315	1
140	3	346	1
141	3	398	1
142	4	10	1
143	4	22	1
144	4	29	1
145	4	30	1
146	4	32	1
147	4	37	1
148	4	42	1
149	4	68	1
150	4	79	1
151	4	95	1
152	4	131	1
153	4	132	1
154	4	133	1
155	4	161	1
156	4	191	1
157	4	208	1
158	4	209	1
159	4	213	1
160	4	219	1
161	4	225	1
162	4	228	1
163	4	232	1
164	4	236	1
165	4	279	1
166	4	281	1
167	4	293	1
168	4	369	1
169	4	376	1
170	4	378	1
171	4	384	1
172	4	390	1
173	4	391	1
174	5	23	1
175	5	50	1
176	5	51	1
177	5	58	1
178	5	67	1
179	5	76	1
180	5	81	1
181	5	82	1
182	5	94	1
183	5	103	1
184	5	108	1
185	5	115	1
186	5	116	1
187	5	123	1
188	5	130	1
189	5	133	1
190	5	163	1
191	5	172	1
192	5	182	1
193	5	202	1
194	5	217	1
195	5	221	1
196	5	230	1
197	5	236	1
198	5	238	1
199	5	241	1
200	5	245	1
201	5	249	1
202	5	257	1
203	5	267	1
204	5	289	1
205	5	290	1
206	5	292	1
207	5	305	1
208	5	308	1
209	5	323	1
210	5	334	1
211	5	361	1
212	5	364	1
213	5	365	1
214	5	384	1
215	5	386	1
216	6	9	1
217	6	13	1
218	6	15	1
219	6	33	1
220	6	43	1
221	6	53	1
222	6	66	1
223	6	71	1
224	6	80	1
225	6	99	1
226	6	102	1
227	6	112	1
228	6	137	1
229	6	141	1
230	6	152	1
231	6	154	1
232	6	159	1
233	6	171	1
234	6	175	1
235	6	196	1
236	6	200	1
237	6	216	1
238	6	221	1
239	6	228	1
240	6	238	1
241	6	251	1
242	6	252	1
243	6	260	1
244	6	264	1
245	6	278	1
246	6	284	1
247	6	391	1
248	7	14	1
249	7	19	1
250	7	28	1
251	7	36	1
252	7	58	1
253	7	67	1
254	7	70	1
255	7	85	1
256	7	124	1
257	7	144	1
258	7	152	1
259	7	156	1
260	7	171	1
261	7	186	1
262	7	199	1
263	7	205	1
264	7	220	1
265	7	229	1
266	7	233	1
267	7	251	1
268	7	253	1
269	7	258	1
270	7	268	1
271	7	287	1
272	7	293	1
273	7	314	1
274	7	319	1
275	7	321	1
276	7	335	1
277	7	337	1
278	7	351	1
279	7	352	1
280	7	367	1
281	7	374	1
282	7	376	1
283	7	387	1
284	7	398	1
285	7	399	1
286	8	25	1
287	8	26	1
288	8	46	1
289	8	70	1
290	8	72	1
291	8	83	1
292	8	88	1
293	8	89	1
294	8	96	1
295	8	114	1
296	8	117	1
297	8	127	1
298	8	136	1
299	8	193	1
300	8	194	1
301	8	199	1
302	8	204	1
303	8	222	1
