Link_index	Source	Destination	Capacity(kbps)
0	0	2	1
1	0	4	1
2	0	5	1
3	0	6	1
4	0	7	1
5	0	11	1
6	0	12	1
7	0	14	1
8	0	15	1
9	0	16	1
10	0	19	1
11	0	25	1
12	0	29	1
13	0	30	1
14	0	31	1
15	0	35	1
16	0	38	1
17	0	40	1
18	0	41	1
19	0	43	1
20	0	47	1
21	1	2	1
22	1	3	1
23	1	5	1
24	1	7	1
25	1	8	1
26	1	12	1
27	1	16	1
28	1	18	1
29	1	22	1
30	1	30	1
31	1	34	1
32	1	38	1
33	1	46	1
34	1	48	1
35	2	3	1
36	2	4	1
37	2	6	1
38	2	8	1
39	2	10	1
40	2	11	1
41	2	40	1
42	3	25	1
43	3	34	1
44	3	44	1
45	4	9	1
46	4	20	1
47	4	21	1
48	4	29	1
49	4	36	1
50	4	49	1
51	5	9	1
52	5	10	1
53	5	13	1
54	5	14	1
55	5	19	1
56	5	23	1
57	5	26	1
58	5	35	1
59	5	39	1
60	5	41	1
61	5	46	1
62	6	15	1
63	9	13	1
64	9	17	1
65	9	18	1
66	9	23	1
67	10	24	1
68	11	17	1
69	11	45	1
70	12	47	1
71	13	24	1
72	14	20	1
73	14	21	1
74	14	22	1
75	14	27	1
76	14	33	1
77	14	49	1
78	18	43	1
79	19	28	1
80	19	37	1
81	20	32	1
82	21	37	1
83	21	39	1
84	23	26	1
85	24	27	1
86	24	28	1
87	24	33	1
88	27	31	1
89	27	42	1
90	27	45	1
91	29	32	1
92	29	42	1
93	32	36	1
94	39	48	1
95	43	44	1
