Link_index	Source	Destination	Capacity(kbps)
0	0	3	1
1	0	4	1
2	0	8	1
3	0	28	1
4	0	43	1
5	0	59	1
6	0	71	1
7	1	3	1
8	1	7	1
9	1	13	1
10	1	17	1
11	1	34	1
12	1	35	1
13	1	51	1
14	1	84	1
15	1	98	1
16	1	118	1
17	2	3	1
18	2	4	1
19	2	5	1
20	2	18	1
21	2	20	1
22	2	21	1
23	2	23	1
24	2	24	1
25	2	45	1
26	2	53	1
27	2	64	1
28	2	68	1
29	2	86	1
30	2	95	1
31	2	99	1
32	2	108	1
33	2	119	1
34	3	4	1
35	3	5	1
36	3	6	1
37	3	7	1
38	3	10	1
39	3	11	1
40	3	16	1
41	3	25	1
42	3	27	1
43	3	28	1
44	3	32	1
45	3	35	1
46	3	37	1
47	3	46	1
48	3	52	1
49	3	54	1
50	3	55	1
51	3	58	1
52	3	62	1
53	3	66	1
54	3	67	1
55	3	74	1
56	3	79	1
57	3	83	1
58	3	87	1
59	3	94	1
60	3	97	1
61	3	99	1
62	3	100	1
63	3	102	1
64	3	105	1
65	3	109	1
66	4	5	1
67	4	6	1
68	4	9	1
69	4	10	1
70	4	11	1
71	4	12	1
72	4	13	1
73	4	14	1
74	4	15	1
75	4	16	1
76	4	19	1
77	4	20	1
78	4	22	1
79	4	24	1
80	4	25	1
81	4	26	1
82	4	34	1
83	4	36	1
84	4	38	1
85	4	39	1
86	4	41	1
87	4	43	1
88	4	48	1
89	4	50	1
90	4	57	1
91	4	63	1
92	4	68	1
93	4	77	1
94	4	79	1
95	4	83	1
96	4	88	1
97	4	91	1
98	4	116	1
99	5	6	1
100	5	12	1
101	5	14	1
102	5	15	1
103	5	22	1
104	5	23	1
105	5	25	1
106	5	27	1
107	5	29	1
108	5	44	1
109	5	56	1
110	5	72	1
111	5	91	1
112	5	96	1
113	5	102	1
114	5	104	1
115	5	105	1
116	5	113	1
117	5	117	1
118	6	7	1
119	6	8	1
120	6	9	1
121	6	10	1
122	6	11	1
123	6	26	1
124	6	27	1
125	6	37	1
126	6	42	1
127	6	47	1
128	6	52	1
129	6	57	1
130	6	59	1
131	6	69	1
132	6	84	1
133	7	8	1
134	7	15	1
135	7	23	1
136	7	81	1
137	7	97	1
138	7	106	1
139	7	113	1
140	8	9	1
141	8	21	1
142	8	24	1
143	8	31	1
144	8	54	1
145	8	61	1
146	8	104	1
147	8	116	1
148	9	14	1
149	9	17	1
150	9	94	1
