Link_index	Source	Destination	Capacity(kbps)
0	1	8	1
1	1	27	1
2	2	6	1
3	3	10	1
4	4	20	1
5	5	12	1
6	6	20	1
7	6	25	1
8	7	30	1
9	8	21	1
10	8	33	1
11	9	19	1
12	9	36	1
13	9	41	1
14	10	11	1
15	10	42	1
16	10	48	1
17	11	21	1
18	12	20	1
19	12	42	1
20	13	20	1
21	13	30	1
22	14	33	1
23	15	16	1
24	15	30	1
25	16	35	1
26	16	48	1
27	17	24	1
28	18	49	1
29	19	21	1
30	19	38	1
31	19	49	1
32	21	29	1
33	21	49	1
34	22	28	1
35	23	37	1
36	24	34	1
37	24	37	1
38	25	42	1
39	26	42	1
40	26	44	1
41	27	29	1
42	27	45	1
43	30	34	1
44	30	37	1
45	31	45	1
46	33	35	1
47	34	40	1
48	34	48	1
49	36	37	1
50	37	39	1
51	37	49	1
52	40	44	1
53	40	46	1
54	42	49	1
