Link_index	Source	Destination	Capacity(kbps)
0	0	9	1
1	0	16	1
2	0	27	1
3	1	20	1
4	2	3	1
5	2	29	1
6	3	12	1
7	3	31	1
8	4	14	1
9	5	18	1
10	5	22	1
11	5	25	1
12	5	30	1
13	5	34	1
14	6	16	1
15	7	8	1
16	7	15	1
17	7	19	1
18	8	14	1
19	8	17	1
20	9	31	1
21	10	11	1
22	10	14	1
23	10	28	1
24	10	37	1
25	11	28	1
26	11	31	1
27	12	23	1
28	13	21	1
29	13	29	1
30	15	26	1
31	15	37	1
32	16	38	1
33	17	31	1
34	18	32	1
35	18	36	1
36	20	23	1
37	20	30	1
38	20	37	1
39	21	24	1
40	22	28	1
41	26	34	1
42	31	39	1
43	33	37	1
44	35	36	1
45	35	39	1
