Link_index	Source	Destination	Capacity(kbps)
0	0	9	1
1	0	19	1
2	0	23	1
3	0	30	1
4	0	34	1
5	0	46	1
6	1	18	1
7	1	29	1
8	1	32	1
9	1	35	1
10	2	15	1
11	2	17	1
12	2	42	1
13	3	5	1
14	3	13	1
15	3	17	1
16	3	36	1
17	3	39	1
18	4	10	1
19	4	28	1
20	4	39	1
21	4	41	1
22	5	7	1
23	5	8	1
24	5	23	1
25	5	34	1
26	5	36	1
27	5	48	1
28	6	11	1
29	6	15	1
30	6	26	1
31	6	45	1
32	6	46	1
33	7	9	1
34	7	18	1
35	7	21	1
36	7	25	1
37	8	35	1
38	8	38	1
39	8	43	1
40	9	12	1
41	9	13	1
42	9	20	1
43	9	22	1
44	9	39	1
45	9	44	1
46	9	49	1
47	10	23	1
48	10	29	1
49	10	31	1
50	11	40	1
51	11	42	1
52	12	23	1
53	12	25	1
54	12	49	1
55	13	17	1
56	13	31	1
57	14	15	1
58	14	23	1
59	14	37	1
60	15	20	1
61	15	22	1
62	15	25	1
63	15	27	1
64	15	42	1
65	15	49	1
66	16	18	1
67	16	44	1
68	16	48	1
69	17	20	1
70	17	33	1
71	17	34	1
72	17	41	1
73	18	25	1
74	18	28	1
75	18	33	1
76	18	42	1
77	18	47	1
78	19	38	1
79	19	39	1
80	19	41	1
81	19	49	1
82	20	28	1
83	20	42	1
84	21	43	1
85	21	44	1
86	21	45	1
87	22	26	1
88	22	34	1
89	23	37	1
90	23	46	1
91	24	44	1
92	25	45	1
93	26	27	1
94	26	31	1
95	26	34	1
96	26	37	1
97	26	40	1
98	27	30	1
99	27	38	1
100	28	36	1
101	28	40	1
102	28	45	1
103	28	47	1
104	29	31	1
105	29	35	1
106	29	37	1
107	29	48	1
108	30	42	1
109	30	47	1
110	32	36	1
111	32	43	1
112	32	46	1
113	33	44	1
114	35	39	1
115	36	40	1
116	37	41	1
117	38	44	1
118	39	42	1
119	42	43	1
120	42	46	1
121	43	48	1
122	45	47	1
123	47	49	1
