Link_index	Source	Destination	Capacity(kbps)
0	0	8	1
1	0	13	1
2	0	19	1
3	0	20	1
4	0	23	1
5	0	24	1
6	0	25	1
7	0	29	1
8	0	35	1
9	0	38	1
10	0	44	1
11	0	45	1
12	0	50	1
13	0	65	1
14	0	83	1
15	0	85	1
16	1	9	1
17	1	11	1
18	1	22	1
19	1	55	1
20	1	68	1
21	1	69	1
22	1	72	1
23	1	81	1
24	1	83	1
25	1	85	1
26	2	10	1
27	2	11	1
28	2	15	1
29	2	21	1
30	2	25	1
31	2	40	1
32	2	48	1
33	2	80	1
34	2	88	1
35	3	6	1
36	3	10	1
37	3	13	1
38	3	16	1
39	3	19	1
40	3	28	1
41	3	30	1
42	3	36	1
43	3	38	1
44	3	41	1
45	3	52	1
46	3	63	1
47	3	70	1
48	3	71	1
49	3	80	1
50	4	17	1
51	4	20	1
52	4	24	1
53	4	37	1
54	4	51	1
55	4	57	1
56	4	61	1
57	4	70	1
58	4	77	1
59	5	10	1
60	5	79	1
61	6	28	1
62	6	39	1
63	6	42	1
64	6	82	1
65	6	83	1
66	6	89	1
67	7	9	1
68	7	11	1
69	7	13	1
70	7	22	1
71	7	36	1
72	7	48	1
73	7	55	1
74	7	59	1
75	7	67	1
76	7	82	1
77	8	17	1
78	8	23	1
79	8	48	1
80	8	50	1
81	8	62	1
82	8	71	1
83	9	23	1
84	9	27	1
85	9	37	1
86	9	39	1
87	9	44	1
88	9	50	1
89	9	82	1
90	10	21	1
91	10	24	1
92	10	36	1
93	10	39	1
94	10	83	1
95	10	88	1
96	11	26	1
97	11	34	1
98	11	42	1
99	11	48	1
100	11	61	1
101	11	76	1
102	11	80	1
103	12	24	1
104	12	27	1
105	12	29	1
106	12	53	1
107	12	80	1
108	13	17	1
109	13	18	1
110	13	29	1
111	13	48	1
112	13	51	1
113	13	68	1
114	13	73	1
115	13	88	1
116	14	43	1
117	14	51	1
118	14	60	1
119	14	85	1
120	15	23	1
121	15	35	1
122	15	43	1
123	15	51	1
124	15	60	1
125	15	81	1
126	15	82	1
127	15	87	1
128	16	24	1
129	16	50	1
130	16	67	1
131	16	70	1
132	16	78	1
133	16	87	1
134	17	18	1
135	17	42	1
136	17	46	1
137	17	60	1
138	17	63	1
139	18	19	1
140	18	27	1
141	18	28	1
142	18	34	1
143	18	45	1
144	18	87	1
145	18	89	1
146	19	20	1
147	19	32	1
148	19	33	1
149	19	43	1
150	19	51	1
151	19	65	1
152	19	68	1
153	19	75	1
154	19	76	1
155	19	78	1
156	19	85	1
157	20	44	1
158	20	54	1
159	20	61	1
160	20	65	1
161	20	75	1
162	20	78	1
163	21	28	1
164	21	35	1
165	21	52	1
166	22	24	1
167	22	36	1
168	22	39	1
169	22	40	1
170	22	44	1
171	22	47	1
172	22	50	1
173	22	51	1
174	22	56	1
175	22	83	1
176	23	41	1
177	23	50	1
178	23	57	1
179	23	59	1
180	23	71	1
181	24	41	1
182	24	42	1
183	24	44	1
184	24	50	1
185	24	51	1
186	24	56	1
187	24	58	1
188	24	60	1
189	24	62	1
190	24	66	1
191	24	85	1
192	24	87	1
193	25	32	1
194	25	33	1
195	25	63	1
196	25	68	1
197	25	82	1
198	26	27	1
199	26	39	1
200	26	40	1
201	26	43	1
202	26	45	1
203	26	46	1
204	26	51	1
205	26	57	1
206	26	58	1
207	26	80	1
208	26	88	1
209	27	59	1
210	27	60	1
211	27	84	1
212	27	89	1
213	28	36	1
214	28	37	1
215	28	39	1
216	28	44	1
217	28	56	1
218	28	78	1
219	28	85	1
220	28	89	1
221	29	34	1
222	29	55	1
223	29	61	1
224	29	64	1
225	29	67	1
226	29	70	1
227	29	72	1
228	29	86	1
229	29	87	1
230	30	32	1
231	30	37	1
232	30	69	1
233	30	77	1
234	30	82	1
235	30	87	1
236	31	40	1
237	31	49	1
238	31	51	1
239	31	58	1
240	31	76	1
241	31	84	1
