Link_index	Source	Destination	Capacity(kbps)
0	0	3	1
1	0	4	1
2	0	5	1
3	0	6	1
4	0	7	1
5	0	11	1
6	0	13	1
7	0	15	1
8	0	16	1
9	0	17	1
10	0	19	1
11	0	20	1
12	0	22	1
13	0	30	1
14	0	35	1
15	0	36	1
16	0	40	1
17	0	45	1
18	1	3	1
19	1	4	1
20	1	11	1
21	1	12	1
22	2	3	1
23	2	4	1
24	2	6	1
25	2	9	1
26	2	15	1
27	2	35	1
28	2	46	1
29	3	5	1
30	3	7	1
31	3	8	1
32	3	9	1
33	3	12	1
34	3	13	1
35	3	21	1
36	3	25	1
37	3	26	1
38	3	28	1
39	3	38	1
40	3	42	1
41	3	43	1
42	4	5	1
43	4	8	1
44	4	10	1
45	4	14	1
46	4	19	1
47	4	30	1
48	4	31	1
49	4	37	1
50	4	38	1
51	4	49	1
52	5	6	1
53	5	11	1
54	5	16	1
55	5	22	1
56	5	23	1
57	5	25	1
58	5	28	1
59	5	32	1
60	5	36	1
61	6	7	1
62	6	8	1
63	6	20	1
64	6	28	1
65	6	49	1
66	7	15	1
67	7	18	1
68	7	37	1
69	7	41	1
70	8	9	1
71	8	10	1
72	8	12	1
73	8	14	1
74	8	17	1
75	8	18	1
76	8	27	1
77	8	35	1
78	8	36	1
79	8	39	1
80	8	41	1
81	8	42	1
82	8	45	1
83	9	10	1
84	9	20	1
85	9	22	1
86	9	27	1
87	9	33	1
88	9	40	1
89	9	42	1
90	9	46	1
91	10	13	1
92	10	17	1
93	10	31	1
94	10	33	1
95	10	34	1
96	10	45	1
97	11	14	1
98	11	16	1
99	11	24	1
100	11	26	1
101	11	31	1
102	11	34	1
103	11	44	1
104	11	46	1
105	11	49	1
106	12	19	1
107	12	21	1
108	13	23	1
109	13	25	1
110	14	21	1
111	14	43	1
112	14	44	1
113	14	48	1
114	15	18	1
115	15	30	1
116	16	32	1
117	17	39	1
118	18	23	1
119	18	24	1
120	18	40	1
121	18	44	1
122	19	47	1
123	20	34	1
124	21	27	1
125	23	24	1
126	23	29	1
127	23	48	1
128	24	26	1
129	24	39	1
130	25	48	1
131	26	29	1
132	27	29	1
133	27	33	1
134	28	32	1
135	28	43	1
136	32	37	1
137	33	38	1
138	37	47	1
139	38	41	1
140	44	47	1
