Link_index	Source	Destination	Capacity(kbps)
0	0	17	1
1	0	20	1
2	0	22	1
3	0	23	1
4	0	33	1
5	0	46	1
6	1	10	1
7	1	12	1
8	1	43	1
9	1	47	1
10	2	6	1
11	2	14	1
12	2	21	1
13	2	24	1
14	2	42	1
15	3	4	1
16	3	6	1
17	3	8	1
18	3	12	1
19	3	18	1
20	3	23	1
21	3	26	1
22	3	31	1
23	3	33	1
24	3	34	1
25	3	40	1
26	4	11	1
27	4	37	1
28	4	46	1
29	5	11	1
30	5	31	1
31	5	49	1
32	6	15	1
33	6	18	1
34	6	33	1
35	6	42	1
36	6	45	1
37	6	47	1
38	7	11	1
39	7	20	1
40	7	25	1
41	7	27	1
42	8	9	1
43	8	34	1
44	8	36	1
45	8	37	1
46	9	35	1
47	10	18	1
48	10	29	1
49	10	45	1
50	11	19	1
51	11	46	1
52	12	31	1
53	13	26	1
54	13	44	1
55	13	47	1
56	13	48	1
57	14	15	1
58	14	23	1
59	14	42	1
60	15	18	1
61	15	47	1
62	16	35	1
63	16	37	1
64	16	42	1
65	16	46	1
66	17	29	1
67	18	23	1
68	19	26	1
69	19	28	1
70	19	35	1
71	19	40	1
72	19	49	1
73	20	33	1
74	21	25	1
75	21	27	1
76	21	29	1
77	21	43	1
78	21	46	1
79	23	28	1
80	23	29	1
81	23	36	1
82	23	37	1
83	24	29	1
84	24	34	1
85	25	30	1
86	27	41	1
87	28	31	1
88	28	35	1
89	28	38	1
90	29	34	1
91	29	46	1
92	31	40	1
93	31	46	1
94	32	37	1
95	32	45	1
96	34	48	1
97	35	39	1
98	36	44	1
99	37	43	1
100	37	46	1
101	37	49	1
102	39	46	1
103	40	45	1
104	42	49	1
105	43	44	1
106	43	45	1
107	44	46	1
108	44	49	1
