Link_index	Source	Destination	Capacity(kbps)
0	1	11	1
1	1	47	1
2	2	3	1
3	2	10	1
4	2	15	1
5	2	41	1
6	3	15	1
7	3	35	1
8	5	15	1
9	5	37	1
10	6	28	1
11	7	21	1
12	7	23	1
13	7	38	1
14	8	22	1
15	8	32	1
16	8	33	1
17	8	42	1
18	9	26	1
19	9	42	1
20	10	21	1
21	10	32	1
22	10	40	1
23	11	37	1
24	12	17	1
25	12	46	1
26	13	38	1
27	14	27	1
28	14	32	1
29	15	16	1
30	15	18	1
31	15	40	1
32	15	48	1
33	16	41	1
34	17	26	1
35	17	30	1
36	17	48	1
37	18	19	1
38	18	20	1
39	19	45	1
40	20	24	1
41	20	47	1
42	21	23	1
43	21	29	1
44	21	30	1
45	21	36	1
46	22	28	1
47	22	29	1
48	23	27	1
49	23	30	1
50	23	32	1
51	24	45	1
52	26	35	1
53	26	42	1
54	27	32	1
55	27	34	1
56	27	36	1
57	29	35	1
58	29	37	1
59	30	41	1
60	30	48	1
61	32	49	1
62	33	48	1
63	34	38	1
64	35	43	1
65	35	48	1
66	36	46	1
67	38	42	1
68	39	41	1
69	39	42	1
70	39	45	1
71	40	42	1
72	41	48	1
73	42	49	1
