Link_index	Source	Destination	Capacity(kbps)
0	0	18	1
1	0	28	1
2	0	62	1
3	0	81	1
4	0	123	1
5	0	150	1
6	0	177	1
7	0	179	1
8	0	187	1
9	0	192	1
10	0	194	1
11	1	3	1
12	1	20	1
13	1	43	1
14	1	72	1
15	1	95	1
16	1	119	1
17	1	133	1
18	1	134	1
19	1	138	1
20	1	139	1
21	1	193	1
22	2	4	1
23	2	19	1
24	2	24	1
25	2	39	1
26	2	52	1
27	2	67	1
28	2	74	1
29	2	103	1
30	2	134	1
31	2	141	1
32	2	142	1
33	2	145	1
34	2	146	1
35	2	147	1
36	2	152	1
37	2	177	1
38	3	29	1
39	3	41	1
40	3	48	1
41	3	50	1
42	3	62	1
43	3	73	1
44	3	94	1
45	3	104	1
46	3	120	1
47	3	150	1
48	3	155	1
49	3	190	1
50	4	76	1
51	4	179	1
52	5	28	1
53	5	42	1
54	5	57	1
55	5	118	1
56	5	130	1
57	5	174	1
58	5	189	1
59	5	191	1
60	6	7	1
61	6	56	1
62	6	75	1
63	6	82	1
64	6	90	1
65	6	127	1
66	6	132	1
67	6	137	1
68	6	140	1
69	6	143	1
70	6	172	1
71	6	192	1
72	7	15	1
73	7	26	1
74	7	39	1
75	7	94	1
76	7	97	1
77	7	125	1
78	7	188	1
79	8	20	1
80	8	69	1
81	8	75	1
82	8	93	1
83	8	109	1
84	8	135	1
85	8	141	1
86	8	193	1
87	9	49	1
88	9	51	1
89	9	53	1
90	9	72	1
91	9	77	1
92	9	111	1
93	9	144	1
94	9	145	1
95	9	197	1
96	10	22	1
97	10	61	1
98	10	67	1
99	10	84	1
100	10	110	1
101	10	176	1
102	10	184	1
103	10	189	1
104	10	193	1
105	11	24	1
106	11	81	1
107	11	101	1
108	11	164	1
109	11	177	1
110	11	183	1
111	11	192	1
112	11	193	1
113	12	52	1
114	12	56	1
115	12	61	1
116	12	81	1
117	12	141	1
118	12	142	1
119	12	144	1
120	12	146	1
121	12	157	1
122	12	174	1
123	12	177	1
124	12	190	1
125	13	55	1
126	13	58	1
127	13	66	1
128	13	82	1
129	13	124	1
130	13	142	1
131	13	151	1
132	13	164	1
133	14	33	1
134	14	83	1
135	14	110	1
136	14	133	1
137	14	137	1
138	14	143	1
139	14	145	1
140	14	157	1
141	14	167	1
142	14	195	1
143	15	48	1
144	15	54	1
145	15	67	1
146	15	82	1
147	15	98	1
148	15	103	1
149	15	111	1
150	15	121	1
151	15	128	1
152	15	154	1
153	15	157	1
154	15	160	1
155	15	166	1
156	15	170	1
157	15	172	1
158	15	180	1
159	15	183	1
160	15	192	1
161	15	197	1
162	16	17	1
163	16	67	1
164	16	83	1
165	16	88	1
166	16	116	1
167	16	122	1
168	16	126	1
169	16	139	1
170	16	150	1
171	16	190	1
172	17	28	1
173	17	43	1
174	17	56	1
175	17	79	1
176	17	97	1
177	17	98	1
178	17	101	1
179	17	165	1
180	17	172	1
181	17	180	1
182	18	39	1
183	18	41	1
184	18	42	1
185	18	44	1
186	18	84	1
187	18	86	1
188	18	137	1
189	18	177	1
190	18	198	1
191	19	38	1
192	19	46	1
193	19	65	1
194	19	67	1
195	19	126	1
196	19	186	1
197	20	21	1
198	20	32	1
199	20	56	1
200	20	58	1
201	20	99	1
202	20	142	1
203	20	143	1
204	20	158	1
205	20	195	1
206	20	197	1
207	21	26	1
208	21	57	1
209	21	58	1
210	21	67	1
211	21	71	1
212	21	77	1
213	21	103	1
214	21	108	1
215	21	114	1
216	21	149	1
217	21	170	1
218	22	52	1
219	22	55	1
220	22	81	1
221	22	166	1
222	23	24	1
223	23	64	1
224	23	99	1
225	23	112	1
226	23	118	1
227	23	128	1
228	24	40	1
229	24	47	1
230	24	63	1
231	24	68	1
232	24	69	1
233	24	86	1
234	24	110	1
235	24	133	1
236	24	134	1
237	24	154	1
238	24	174	1
239	24	189	1
240	24	194	1
241	25	61	1
242	25	90	1
243	25	92	1
244	25	111	1
245	25	113	1
246	25	132	1
247	26	39	1
248	26	50	1
249	26	114	1
250	26	125	1
251	26	158	1
252	26	166	1
253	26	175	1
254	26	183	1
255	26	184	1
256	26	195	1
257	26	197	1
258	27	32	1
259	27	67	1
260	27	103	1
261	27	114	1
262	27	119	1
263	27	131	1
264	27	194	1
265	27	195	1
266	28	52	1
267	28	55	1
268	28	67	1
269	28	83	1
270	28	103	1
271	28	117	1
272	28	123	1
273	28	127	1
274	28	143	1
275	28	148	1
276	28	159	1
277	28	161	1
278	28	179	1
279	28	195	1
280	29	39	1
281	29	71	1
282	29	82	1
283	29	93	1
284	29	126	1
285	29	132	1
286	29	182	1
287	29	198	1
288	30	56	1
289	30	59	1
290	30	71	1
291	30	98	1
292	30	124	1
293	30	136	1
294	30	141	1
295	30	165	1
296	31	34	1
297	31	96	1
298	31	116	1
299	31	139	1
300	31	178	1
301	31	196	1
302	32	56	1
303	32	71	1
304	32	79	1
305	32	102	1
306	32	104	1
307	32	125	1
308	32	127	1
309	32	137	1
310	32	139	1
311	32	177	1
312	32	199	1
313	33	59	1
314	33	139	1
315	33	143	1
316	33	183	1
317	33	192	1
318	33	199	1
319	34	54	1
320	34	64	1
321	34	66	1
322	34	75	1
323	34	77	1
324	34	90	1
325	34	110	1
326	34	112	1
327	34	113	1
328	34	118	1
329	34	143	1
330	34	162	1
331	34	192	1
332	35	70	1
333	35	73	1
334	35	81	1
335	35	84	1
336	35	96	1
337	35	137	1
338	35	180	1
339	36	37	1
340	36	72	1
341	36	124	1
342	36	127	1
343	36	133	1
344	36	150	1
345	37	40	1
346	37	45	1
347	37	115	1
348	37	121	1
349	37	147	1
350	37	150	1
351	37	151	1
352	38	44	1
353	38	93	1
354	38	106	1
355	38	133	1
356	38	182	1
357	39	46	1
358	39	72	1
359	39	108	1
360	39	123	1
361	39	130	1
362	39	135	1
363	39	168	1
364	39	173	1
365	39	186	1
366	40	65	1
367	40	74	1
368	40	98	1
369	40	122	1
370	40	130	1
371	40	188	1
372	41	81	1
373	41	90	1
374	41	111	1
375	41	127	1
376	41	177	1
377	41	191	1
378	41	194	1
379	42	46	1
380	42	70	1
381	42	98	1
382	42	100	1
383	42	103	1
384	42	115	1
385	42	128	1
386	42	166	1
387	42	174	1
388	42	176	1
389	42	193	1
390	43	97	1
391	43	98	1
392	43	114	1
393	43	173	1
394	44	49	1
395	44	56	1
396	44	68	1
397	44	111	1
398	44	112	1
399	44	131	1
400	44	139	1
401	44	146	1
402	44	153	1
403	44	173	1
404	45	52	1
405	45	54	1
406	45	65	1
407	45	75	1
408	45	85	1
409	45	86	1
410	45	104	1
411	45	122	1
412	45	123	1
413	45	124	1
414	45	136	1
415	45	148	1
416	45	170	1
417	45	185	1
418	45	194	1
419	46	49	1
420	46	56	1
421	46	110	1
422	46	144	1
423	46	155	1
424	46	169	1
425	46	193	1
426	47	95	1
427	47	104	1
428	47	106	1
429	47	120	1
430	47	121	1
431	47	137	1
432	47	172	1
433	47	177	1
434	48	49	1
435	48	91	1
436	48	98	1
437	48	105	1
438	48	113	1
439	48	119	1
440	48	147	1
441	49	78	1
442	49	100	1
443	49	121	1
444	49	197	1
445	50	53	1
446	50	116	1
447	50	157	1
448	50	161	1
449	51	69	1
450	51	97	1
451	51	109	1
452	51	124	1
453	51	135	1
454	51	173	1
455	51	192	1
456	52	56	1
457	52	72	1
458	52	75	1
459	52	85	1
460	52	93	1
461	52	97	1
462	52	112	1
463	52	123	1
464	52	148	1
465	52	156	1
466	52	162	1
467	52	196	1
468	53	64	1
469	53	103	1
470	53	116	1
471	53	127	1
472	53	137	1
473	53	171	1
474	53	173	1
475	53	180	1
476	53	196	1
477	54	73	1
478	54	109	1
479	54	117	1
480	54	120	1
481	54	161	1
482	54	163	1
483	54	166	1
484	55	66	1
485	55	67	1
486	55	106	1
487	55	109	1
488	55	130	1
489	55	153	1
490	55	166	1
491	55	173	1
492	56	68	1
493	56	82	1
494	56	85	1
495	56	94	1
496	57	87	1
