Link_index	Source	Destination	Capacity(kbps)
0	0	3	1
1	0	4	1
2	0	5	1
3	0	8	1
4	0	9	1
5	0	11	1
6	0	23	1
7	0	24	1
8	0	28	1
9	0	32	1
10	0	38	1
11	0	39	1
12	0	44	1
13	0	59	1
14	0	61	1
15	0	70	1
16	0	76	1
17	0	85	1
18	0	109	1
19	0	116	1
20	0	131	1
21	0	132	1
22	0	145	1
23	0	158	1
24	0	174	1
25	0	175	1
26	0	180	1
27	0	194	1
28	0	198	1
29	1	3	1
30	1	10	1
31	1	86	1
32	1	128	1
33	2	3	1
34	2	4	1
35	2	5	1
36	2	15	1
37	2	16	1
38	2	18	1
39	2	19	1
40	2	24	1
41	2	26	1
42	2	27	1
43	2	35	1
44	2	45	1
45	2	46	1
46	2	54	1
47	2	63	1
48	2	73	1
49	2	75	1
50	2	76	1
51	2	89	1
52	2	108	1
53	2	133	1
54	2	135	1
55	2	156	1
56	2	176	1
57	2	179	1
58	2	195	1
59	2	196	1
60	3	4	1
61	3	6	1
62	3	9	1
63	3	11	1
64	3	22	1
65	3	25	1
66	3	28	1
67	3	35	1
68	3	36	1
69	3	40	1
70	3	41	1
71	3	43	1
72	3	49	1
73	3	50	1
74	3	58	1
75	3	60	1
76	3	62	1
77	3	87	1
78	3	105	1
79	3	113	1
80	3	117	1
81	3	121	1
82	3	123	1
83	3	130	1
84	3	136	1
85	3	142	1
86	3	144	1
87	3	149	1
88	3	158	1
89	3	170	1
90	3	176	1
91	3	180	1
92	3	193	1
93	4	5	1
94	4	6	1
95	4	7	1
96	4	8	1
97	4	9	1
98	4	11	1
99	4	12	1
100	4	13	1
101	4	15	1
102	4	17	1
103	4	18	1
104	4	19	1
105	4	21	1
106	4	22	1
107	4	23	1
108	4	26	1
109	4	27	1
110	4	30	1
111	4	33	1
112	4	34	1
113	4	35	1
114	4	40	1
115	4	46	1
116	4	55	1
117	4	63	1
118	4	64	1
119	4	68	1
120	4	70	1
121	4	82	1
122	4	87	1
123	4	93	1
124	4	100	1
125	4	103	1
126	4	107	1
127	4	109	1
128	4	111	1
129	4	114	1
130	4	117	1
131	4	134	1
132	4	161	1
133	4	182	1
134	4	188	1
135	4	195	1
136	5	6	1
137	5	7	1
138	5	10	1
139	5	12	1
140	5	20	1
141	5	21	1
142	5	22	1
143	5	23	1
144	5	29	1
145	5	31	1
146	5	33	1
147	5	37	1
148	5	44	1
149	5	45	1
150	5	50	1
