Link_index	Source	Destination	Capacity(kbps)
0	0	1	1
1	1	0	1
2	1	2	1
3	2	1	1
4	2	3	1
5	3	2	1
6	3	4	1
7	4	3	1
8	4	5	1
9	5	4	1
10	5	6	1
11	6	5	1
12	6	7	1
13	7	6	1
14	7	8	1
15	8	7	1
16	8	9	1
17	9	8	1
18	9	10	1
19	10	9	1
20	10	11	1
21	11	10	1
22	11	12	1
23	12	11	1
24	12	13	1
25	13	12	1
26	13	14	1
27	14	13	1
28	14	15	1
29	15	14	1
30	15	16	1
31	16	15	1
32	16	17	1
33	17	16	1
34	17	18	1
35	18	17	1
36	18	19	1
37	19	18	1
38	19	20	1
39	20	19	1
40	20	21	1
41	21	20	1
42	21	22	1
43	22	21	1
44	22	23	1
45	23	22	1
46	23	24	1
47	24	23	1
48	24	25	1
49	25	24	1
50	25	26	1
51	26	25	1
52	26	27	1
53	27	26	1
54	27	28	1
55	28	27	1
56	28	29	1
57	29	28	1
58	29	30	1
59	30	29	1
