Link_index	Source	Destination	Capacity(kbps)
0	0	2	1
1	0	3	1
2	0	4	1
3	0	6	1
4	0	8	1
5	0	15	1
6	0	16	1
7	0	18	1
8	0	20	1
9	0	23	1
10	0	27	1
11	0	33	1
12	0	34	1
13	0	35	1
14	0	37	1
15	0	40	1
16	0	44	1
17	0	49	1
18	0	56	1
19	0	74	1
20	0	84	1
21	0	94	1
22	0	103	1
23	0	105	1
24	0	121	1
25	0	131	1
26	0	139	1
27	0	147	1
28	0	148	1
29	0	154	1
30	1	2	1
31	1	3	1
32	1	7	1
33	1	9	1
34	1	10	1
35	1	23	1
36	1	62	1
37	1	73	1
38	1	96	1
39	1	113	1
40	1	124	1
41	1	135	1
42	1	140	1
43	1	159	1
44	2	5	1
45	2	6	1
46	2	11	1
47	2	12	1
48	2	14	1
49	2	21	1
50	2	24	1
51	2	49	1
52	2	52	1
53	2	60	1
54	2	66	1
55	2	80	1
56	2	83	1
57	2	86	1
58	2	87	1
59	2	88	1
60	2	90	1
61	2	109	1
62	3	4	1
63	3	5	1
64	3	8	1
65	3	9	1
66	3	19	1
67	3	36	1
68	3	84	1
69	3	124	1
70	3	128	1
71	3	137	1
72	3	152	1
73	4	7	1
74	4	13	1
75	4	15	1
76	4	38	1
77	4	39	1
78	4	42	1
79	4	47	1
80	4	53	1
81	4	55	1
82	4	58	1
83	4	68	1
84	4	70	1
85	4	92	1
86	4	132	1
87	4	155	1
88	5	21	1
89	5	28	1
90	5	54	1
91	5	82	1
92	5	91	1
93	5	93	1
94	5	97	1
95	5	137	1
96	6	26	1
97	6	29	1
98	6	42	1
99	6	51	1
100	6	64	1
101	6	136	1
102	6	155	1
103	7	26	1
104	7	48	1
105	7	57	1
106	8	11	1
107	8	31	1
108	8	36	1
109	8	67	1
110	8	82	1
111	8	91	1
112	9	10	1
113	9	25	1
114	9	38	1
115	9	40	1
116	10	12	1
117	10	14	1
118	10	18	1
119	10	19	1
120	10	32	1
121	10	72	1
122	10	75	1
123	10	100	1
124	10	106	1
125	10	121	1
126	10	128	1
127	10	130	1
128	10	134	1
129	11	22	1
130	11	142	1
131	12	13	1
132	12	17	1
133	12	20	1
134	12	25	1
135	12	27	1
136	12	43	1
137	12	46	1
138	12	58	1
139	12	89	1
140	12	131	1
141	13	30	1
142	13	39	1
143	13	104	1
144	14	22	1
145	14	76	1
146	14	111	1
147	14	146	1
148	15	16	1
149	15	17	1
150	15	30	1
151	15	37	1
152	15	43	1
153	15	47	1
154	15	57	1
155	15	61	1
156	15	65	1
157	15	67	1
158	15	78	1
159	15	95	1
160	15	107	1
161	15	119	1
162	15	122	1
163	15	123	1
164	16	79	1
165	16	106	1
166	17	24	1
167	17	59	1
168	17	60	1
169	17	66	1
170	17	109	1
171	17	149	1
172	18	31	1
173	18	33	1
174	19	116	1
175	20	52	1
176	20	113	1
177	20	157	1
178	21	28	1
179	21	29	1
180	21	41	1
181	21	50	1
182	21	53	1
183	21	81	1
184	21	88	1
185	21	90	1
186	21	102	1
187	21	123	1
188	22	45	1
189	22	51	1
190	22	138	1
191	23	32	1
192	23	69	1
193	23	72	1
194	23	125	1
195	23	136	1
196	24	41	1
197	24	45	1
198	24	64	1
199	24	69	1
200	25	48	1
201	25	54	1
202	25	147	1
203	26	83	1
204	28	68	1
205	28	112	1
206	29	61	1
207	29	75	1
208	29	80	1
209	29	89	1
210	29	98	1
211	29	111	1
212	29	130	1
213	30	35	1
214	30	95	1
215	31	77	1
216	31	139	1
217	32	154	1
218	33	34	1
219	33	44	1
220	33	63	1
221	34	110	1
222	35	125	1
223	35	141	1
224	36	50	1
225	36	79	1
226	36	87	1
227	36	104	1
228	36	133	1
229	37	105	1
230	39	62	1
231	40	74	1
232	40	76	1
233	40	99	1
234	40	100	1
235	41	46	1
236	42	59	1
237	42	63	1
238	42	81	1
239	43	153	1
240	44	70	1
241	44	115	1
242	45	65	1
243	46	116	1
244	46	134	1
245	47	99	1
246	47	103	1
247	49	71	1
248	50	55	1
249	50	127	1
250	50	144	1
251	52	73	1
252	52	85	1
253	52	93	1
254	52	97	1
255	52	118	1
256	53	114	1
257	53	117	1
258	53	129	1
259	53	158	1
260	54	56	1
261	54	86	1
262	54	110	1
263	54	152	1
264	57	120	1
265	58	112	1
266	58	149	1
267	59	115	1
268	59	156	1
269	60	78	1
270	60	96	1
271	60	117	1
272	60	150	1
273	61	101	1
274	62	148	1
275	63	71	1
276	63	85	1
277	66	94	1
278	66	144	1
279	67	156	1
280	68	153	1
281	71	145	1
282	75	77	1
283	75	92	1
284	77	108	1
285	78	120	1
286	78	135	1
287	79	126	1
288	79	138	1
289	83	150	1
290	85	118	1
291	87	127	1
292	88	98	1
293	89	146	1
294	92	107	1
295	92	126	1
296	94	102	1
297	94	129	1
298	100	101	1
299	100	122	1
300	102	108	1
301	102	114	1
302	102	133	1
303	110	143	1
304	111	132	1
305	111	140	1
306	112	141	1
307	112	142	1
308	112	145	1
309	116	119	1
310	116	157	1
311	120	159	1
312	132	143	1
313	141	151	1
314	148	151	1
315	150	158	1
