Link_index	Source	Destination	Capacity(kbps)
0	0	3	1
1	0	4	1
2	0	5	1
3	0	6	1
4	0	8	1
5	0	11	1
6	0	13	1
7	0	32	1
8	0	34	1
9	0	36	1
10	0	41	1
11	0	58	1
12	0	61	1
13	0	63	1
14	0	66	1
15	1	3	1
16	1	4	1
17	1	11	1
18	1	39	1
19	1	42	1
20	1	46	1
21	1	53	1
22	1	60	1
23	1	89	1
24	1	90	1
25	1	100	1
26	2	3	1
27	2	4	1
28	2	17	1
29	3	5	1
30	3	6	1
31	3	7	1
32	3	8	1
33	3	9	1
34	3	10	1
35	3	13	1
36	3	16	1
37	3	20	1
38	3	23	1
39	3	33	1
40	3	52	1
41	3	72	1
42	3	85	1
43	3	91	1
44	3	108	1
45	3	133	1
46	3	154	1
47	3	158	1
48	3	164	1
49	3	178	1
50	4	5	1
51	4	6	1
52	4	8	1
53	4	10	1
54	4	15	1
55	4	16	1
56	4	22	1
57	4	23	1
58	4	30	1
59	4	39	1
60	4	40	1
61	4	46	1
62	4	48	1
63	4	72	1
64	4	105	1
65	4	109	1
66	4	121	1
67	4	132	1
68	5	7	1
69	5	14	1
70	5	16	1
71	5	17	1
72	5	27	1
73	5	35	1
74	5	36	1
75	5	43	1
76	5	46	1
77	5	60	1
78	5	69	1
79	5	79	1
80	5	82	1
81	5	104	1
82	5	135	1
83	5	137	1
84	6	7	1
85	6	9	1
86	6	10	1
87	6	20	1
88	6	27	1
89	6	48	1
90	6	56	1
91	6	62	1
92	6	80	1
93	6	81	1
94	6	84	1
95	6	112	1
96	6	114	1
97	6	116	1
98	6	129	1
99	6	167	1
100	7	9	1
101	7	11	1
102	7	12	1
103	7	19	1
104	7	24	1
105	7	25	1
106	7	28	1
107	7	29	1
108	7	31	1
109	7	35	1
110	7	37	1
111	7	38	1
112	7	40	1
113	7	41	1
114	7	60	1
115	7	103	1
116	7	125	1
117	7	128	1
118	7	174	1
119	8	19	1
120	8	44	1
121	8	48	1
122	8	51	1
123	8	61	1
124	8	76	1
125	8	94	1
126	8	112	1
127	8	125	1
128	8	136	1
129	9	12	1
130	9	13	1
131	9	15	1
132	9	17	1
133	9	21	1
134	9	139	1
135	10	14	1
136	10	18	1
137	10	22	1
138	10	30	1
139	10	59	1
140	10	76	1
141	10	98	1
142	10	100	1
143	10	120	1
144	10	156	1
145	10	174	1
146	11	12	1
147	11	15	1
148	11	18	1
149	11	28	1
150	11	57	1
