Link_index	Source	Destination	Capacity(kbps)
0	0	2	1
1	0	3	1
2	0	4	1
3	0	5	1
4	0	8	1
5	0	9	1
6	0	10	1
7	0	11	1
8	0	20	1
9	0	23	1
10	0	24	1
11	1	2	1
12	1	3	1
13	1	17	1
14	1	49	1
15	2	6	1
16	2	7	1
17	3	4	1
18	3	9	1
19	3	13	1
20	3	15	1
21	3	27	1
22	3	35	1
23	3	44	1
24	3	46	1
25	4	5	1
26	4	6	1
27	4	7	1
28	4	8	1
29	4	14	1
30	4	18	1
31	4	28	1
32	4	30	1
33	4	41	1
34	4	47	1
35	5	12	1
36	5	26	1
37	5	45	1
38	6	31	1
39	7	19	1
40	7	23	1
41	7	43	1
42	7	46	1
43	7	48	1
44	8	10	1
45	8	14	1
46	8	16	1
47	8	17	1
48	9	12	1
49	9	15	1
50	9	20	1
51	9	24	1
52	9	33	1
53	9	40	1
54	9	49	1
55	10	11	1
56	10	13	1
57	10	19	1
58	10	25	1
59	10	26	1
60	10	32	1
61	10	34	1
62	10	38	1
63	11	16	1
64	11	22	1
65	11	27	1
66	11	31	1
67	11	35	1
68	13	21	1
69	13	29	1
70	13	40	1
71	15	22	1
72	15	25	1
73	15	42	1
74	16	18	1
75	16	38	1
76	16	42	1
77	16	43	1
78	19	29	1
79	19	30	1
80	19	32	1
81	19	37	1
82	20	21	1
83	20	36	1
84	20	37	1
85	25	34	1
86	25	47	1
87	26	28	1
88	26	45	1
89	27	33	1
90	27	36	1
91	27	39	1
92	32	41	1
93	37	39	1
94	37	48	1
95	42	44	1
