Link_index	Source	Destination	Capacity(kbps)
0	0	7	1
1	0	32	1
2	0	61	1
3	0	81	1
4	0	85	1
5	0	123	1
6	0	152	1
7	1	3	1
8	1	11	1
9	1	25	1
10	1	32	1
11	1	59	1
12	1	117	1
13	2	21	1
14	2	22	1
15	2	33	1
16	2	63	1
17	2	109	1
18	2	110	1
19	2	112	1
20	2	123	1
21	2	132	1
22	3	13	1
23	3	24	1
24	3	70	1
25	3	83	1
26	3	90	1
27	3	104	1
28	3	109	1
29	3	110	1
30	3	121	1
31	3	135	1
32	3	137	1
33	3	138	1
34	3	143	1
35	3	154	1
36	3	162	1
37	3	177	1
38	4	38	1
39	4	78	1
40	4	84	1
41	4	92	1
42	4	104	1
43	4	146	1
44	4	170	1
45	5	75	1
46	5	107	1
47	6	13	1
48	6	21	1
49	6	23	1
50	6	31	1
51	6	72	1
52	6	176	1
53	7	26	1
54	7	33	1
55	7	87	1
56	7	95	1
57	7	120	1
58	7	154	1
59	8	39	1
60	8	43	1
61	8	54	1
62	8	60	1
63	8	63	1
64	8	96	1
65	8	119	1
66	8	142	1
67	8	147	1
68	8	179	1
69	9	13	1
70	9	16	1
71	9	55	1
72	9	117	1
73	9	139	1
74	9	144	1
75	9	146	1
76	9	178	1
77	10	59	1
78	10	66	1
79	10	126	1
80	10	127	1
81	10	139	1
82	10	161	1
83	10	165	1
84	11	52	1
85	11	63	1
86	11	66	1
87	11	74	1
88	11	94	1
89	11	110	1
90	11	130	1
91	11	134	1
92	11	138	1
93	11	143	1
94	11	145	1
95	11	171	1
96	11	179	1
97	12	21	1
98	12	55	1
99	12	60	1
100	12	91	1
101	12	102	1
102	12	162	1
103	12	165	1
104	13	56	1
105	13	78	1
106	13	87	1
107	13	117	1
108	13	126	1
109	13	140	1
110	13	144	1
111	13	176	1
112	14	43	1
113	14	46	1
114	14	59	1
115	14	78	1
116	14	90	1
117	14	93	1
118	14	126	1
119	14	129	1
120	14	137	1
121	14	177	1
122	15	19	1
123	15	62	1
124	15	74	1
125	15	75	1
126	15	79	1
127	15	125	1
128	15	129	1
129	15	161	1
130	16	55	1
131	16	63	1
132	16	84	1
133	16	94	1
134	16	104	1
135	16	106	1
136	16	129	1
137	16	153	1
138	16	164	1
139	17	32	1
140	17	53	1
141	17	141	1
142	17	143	1
143	18	24	1
144	18	32	1
145	18	39	1
146	18	61	1
147	18	63	1
148	18	112	1
149	18	114	1
150	18	115	1
151	18	121	1
152	18	124	1
153	19	46	1
154	19	65	1
155	19	76	1
156	19	96	1
157	19	160	1
158	20	22	1
159	20	66	1
160	20	87	1
161	20	126	1
162	20	134	1
163	20	155	1
164	20	156	1
165	20	175	1
166	21	53	1
167	21	60	1
168	21	61	1
169	21	76	1
170	21	125	1
171	21	136	1
172	21	146	1
173	22	74	1
174	22	80	1
175	22	112	1
176	22	116	1
177	22	144	1
178	22	145	1
179	22	146	1
180	23	50	1
181	23	55	1
182	23	99	1
183	23	106	1
184	23	125	1
185	23	126	1
186	23	144	1
187	23	157	1
188	24	30	1
189	24	94	1
190	24	105	1
191	24	111	1
192	24	115	1
193	24	123	1
194	24	137	1
195	24	162	1
196	25	32	1
197	25	35	1
198	25	46	1
199	25	57	1
200	25	67	1
201	25	90	1
202	25	107	1
203	25	119	1
204	25	131	1
205	25	141	1
206	25	155	1
207	26	43	1
