Link_index	Source	Destination	Capacity(kbps)
0	0	3	1
1	0	4	1
2	0	5	1
3	0	6	1
4	0	7	1
5	0	8	1
6	0	11	1
7	0	12	1
8	0	16	1
9	0	27	1
10	0	30	1
11	0	33	1
12	0	35	1
13	0	37	1
14	0	40	1
15	0	42	1
16	0	46	1
17	1	3	1
18	1	4	1
19	1	10	1
20	1	15	1
21	1	21	1
22	1	32	1
23	2	3	1
24	2	5	1
25	3	4	1
26	3	5	1
27	3	6	1
28	3	9	1
29	3	10	1
30	3	14	1
31	3	19	1
32	3	20	1
33	3	22	1
34	3	24	1
35	3	28	1
36	3	33	1
37	3	37	1
38	3	39	1
39	3	41	1
40	3	46	1
41	4	7	1
42	4	8	1
43	4	10	1
44	4	11	1
45	4	13	1
46	4	18	1
47	4	25	1
48	4	26	1
49	4	29	1
50	4	35	1
51	4	41	1
52	5	6	1
53	5	7	1
54	5	8	1
55	5	9	1
56	5	11	1
57	5	12	1
58	5	15	1
59	5	17	1
60	5	18	1
61	5	28	1
62	5	34	1
63	5	35	1
64	5	40	1
65	5	41	1
66	5	42	1
67	5	44	1
68	5	47	1
69	5	49	1
70	6	12	1
71	6	13	1
72	6	18	1
73	6	37	1
74	6	42	1
75	6	43	1
76	7	9	1
77	7	16	1
78	7	17	1
79	7	23	1
80	7	28	1
81	7	29	1
82	7	32	1
83	7	34	1
84	7	39	1
85	7	44	1
86	7	49	1
87	8	49	1
88	9	25	1
89	9	31	1
90	10	13	1
91	10	14	1
92	10	15	1
93	10	16	1
94	10	22	1
95	10	26	1
96	10	27	1
97	10	30	1
98	10	33	1
99	10	38	1
100	10	47	1
101	11	22	1
102	12	19	1
103	12	20	1
104	12	21	1
105	12	29	1
106	12	36	1
107	13	14	1
108	13	17	1
109	13	21	1
110	13	23	1
111	13	48	1
112	14	48	1
113	15	24	1
114	15	45	1
115	16	31	1
116	16	38	1
117	16	39	1
118	16	43	1
119	16	48	1
120	17	19	1
121	17	26	1
122	18	20	1
123	18	23	1
124	18	24	1
125	18	25	1
126	18	27	1
127	18	30	1
128	18	40	1
129	18	46	1
130	19	31	1
131	19	44	1
132	20	36	1
133	20	45	1
134	24	34	1
135	25	45	1
136	30	32	1
137	30	38	1
138	31	43	1
139	34	36	1
140	37	47	1
