Link_index	Source	Destination	Capacity(kbps)
0	0	3	1
1	0	4	1
2	0	5	1
3	0	6	1
4	0	7	1
5	0	21	1
6	0	43	1
7	1	3	1
8	1	4	1
9	1	8	1
10	1	10	1
11	1	12	1
12	1	13	1
13	1	14	1
14	1	15	1
15	1	18	1
16	1	28	1
17	1	40	1
18	1	47	1
19	1	49	1
20	2	3	1
21	2	5	1
22	2	12	1
23	3	4	1
24	3	5	1
25	3	6	1
26	3	8	1
27	3	11	1
28	3	16	1
29	3	24	1
30	3	25	1
31	3	30	1
32	3	35	1
33	4	7	1
34	4	14	1
35	4	17	1
36	4	33	1
37	5	6	1
38	5	7	1
39	5	8	1
40	5	9	1
41	5	10	1
42	5	11	1
43	5	12	1
44	5	17	1
45	5	19	1
46	5	22	1
47	5	25	1
48	5	28	1
49	5	33	1
50	5	34	1
51	5	35	1
52	5	37	1
53	5	46	1
54	6	9	1
55	6	13	1
56	6	16	1
57	6	19	1
58	6	22	1
59	6	32	1
60	7	9	1
61	7	19	1
62	7	24	1
63	7	26	1
64	7	27	1
65	7	29	1
66	7	39	1
67	7	41	1
68	7	42	1
69	8	11	1
70	8	18	1
71	8	23	1
72	8	36	1
73	8	41	1
74	8	46	1
75	8	48	1
76	9	10	1
77	9	24	1
78	9	26	1
79	9	27	1
80	9	30	1
81	9	31	1
82	9	33	1
83	9	42	1
84	9	44	1
85	9	45	1
86	10	13	1
87	10	21	1
88	10	23	1
89	10	34	1
90	11	15	1
91	11	18	1
92	11	30	1
93	11	43	1
94	11	49	1
95	12	14	1
96	12	15	1
97	12	20	1
98	12	21	1
99	12	23	1
100	12	44	1
101	12	45	1
102	13	20	1
103	13	22	1
104	13	32	1
105	14	48	1
106	15	16	1
107	15	17	1
108	15	39	1
109	15	47	1
110	15	48	1
111	16	20	1
112	16	25	1
113	16	43	1
114	17	26	1
115	17	31	1
116	17	34	1
117	19	28	1
118	21	32	1
119	21	49	1
120	22	38	1
121	23	29	1
122	23	40	1
123	24	27	1
124	24	45	1
125	25	29	1
126	26	37	1
127	26	38	1
128	26	39	1
129	28	38	1
130	29	31	1
131	29	36	1
132	29	41	1
133	30	36	1
134	31	42	1
135	33	35	1
136	34	37	1
137	34	40	1
138	34	46	1
139	40	44	1
140	46	47	1
