Link_index	Source	Destination	Capacity(kbps)
0	0	3	1
1	0	35	1
2	0	44	1
3	1	16	1
4	1	40	1
5	2	26	1
6	3	8	1
7	3	19	1
8	3	20	1
9	4	5	1
10	4	11	1
11	4	36	1
12	4	47	1
13	5	11	1
14	5	14	1
15	5	26	1
16	6	26	1
17	6	32	1
18	6	41	1
19	8	48	1
20	8	49	1
21	9	14	1
22	9	18	1
23	9	19	1
24	9	20	1
25	9	21	1
26	10	11	1
27	10	36	1
28	10	42	1
29	10	45	1
30	11	18	1
31	11	20	1
32	11	23	1
33	11	33	1
34	12	29	1
35	12	35	1
36	12	47	1
37	13	46	1
38	14	15	1
39	14	25	1
40	15	17	1
41	15	27	1
42	16	34	1
43	16	43	1
44	17	33	1
45	18	42	1
46	18	44	1
47	18	45	1
48	19	26	1
49	20	23	1
50	21	39	1
51	22	36	1
52	24	39	1
53	26	32	1
54	27	42	1
55	27	48	1
56	33	40	1
57	33	43	1
58	37	38	1
59	38	45	1
60	38	48	1
61	44	48	1
