Link_index	Source	Destination	Capacity(kbps)
0	0	2	1
1	0	4	1
2	0	22	1
3	0	26	1
4	1	2	1
5	1	3	1
6	1	4	1
7	1	6	1
8	1	7	1
9	1	9	1
10	1	10	1
11	1	11	1
12	1	12	1
13	1	13	1
14	1	16	1
15	1	17	1
16	1	18	1
17	1	20	1
18	1	22	1
19	1	24	1
20	1	25	1
21	1	30	1
22	1	34	1
23	1	39	1
24	1	40	1
25	1	41	1
26	1	42	1
27	1	45	1
28	1	48	1
29	2	3	1
30	2	5	1
31	2	7	1
32	2	12	1
33	2	24	1
34	3	5	1
35	3	6	1
36	3	10	1
37	3	16	1
38	3	18	1
39	3	21	1
40	4	27	1
41	4	29	1
42	4	34	1
43	4	49	1
44	5	8	1
45	5	23	1
46	6	25	1
47	7	8	1
48	7	9	1
49	7	14	1
50	7	33	1
51	7	42	1
52	8	30	1
53	9	15	1
54	10	11	1
55	10	19	1
56	11	13	1
57	11	14	1
58	11	15	1
59	11	21	1
60	11	28	1
61	11	31	1
62	11	33	1
63	11	35	1
64	11	38	1
65	11	43	1
66	13	46	1
67	14	17	1
68	14	44	1
69	14	48	1
70	15	37	1
71	15	39	1
72	15	44	1
73	16	26	1
74	16	36	1
75	16	47	1
76	18	19	1
77	18	23	1
78	18	27	1
79	18	46	1
80	19	20	1
81	19	37	1
82	22	28	1
83	24	29	1
84	24	32	1
85	26	31	1
86	26	41	1
87	28	32	1
88	28	35	1
89	28	38	1
90	30	49	1
91	32	36	1
92	32	40	1
93	36	43	1
94	36	45	1
95	45	47	1
