Link_index	Source	Destination	Capacity(kbps)
0	0	49	1
1	1	25	1
2	2	25	1
3	2	27	1
4	2	47	1
5	3	9	1
6	3	16	1
7	3	24	1
8	4	6	1
9	5	17	1
10	5	37	1
11	6	21	1
12	6	34	1
13	6	36	1
14	6	43	1
15	7	16	1
16	7	18	1
17	8	48	1
18	9	24	1
19	9	40	1
20	9	42	1
21	10	22	1
22	11	22	1
23	12	24	1
24	13	31	1
25	15	39	1
26	15	46	1
27	16	23	1
28	16	31	1
29	17	19	1
30	17	29	1
31	17	48	1
32	18	19	1
33	18	25	1
34	18	27	1
35	18	47	1
36	19	44	1
37	19	45	1
38	20	22	1
39	21	43	1
40	23	48	1
41	24	25	1
42	24	32	1
43	24	39	1
44	24	47	1
45	25	32	1
46	30	40	1
47	31	37	1
48	31	38	1
49	32	40	1
50	33	43	1
51	34	37	1
52	35	41	1
53	37	38	1
54	37	39	1
55	43	45	1
56	43	46	1
