Link_index	Source	Destination	Capacity(kbps)
0	0	16	1
1	0	21	1
2	0	311	1
3	1	16	1
4	1	153	1
5	1	179	1
6	1	213	1
7	1	235	1
8	2	69	1
9	2	234	1
10	2	333	1
11	3	151	1
12	3	183	1
13	3	195	1
14	3	241	1
15	3	273	1
16	3	287	1
17	3	288	1
18	3	315	1
19	4	291	1
20	5	108	1
21	5	133	1
22	5	184	1
23	5	266	1
24	6	22	1
25	6	266	1
26	6	339	1
27	7	110	1
28	7	120	1
29	7	149	1
30	7	334	1
31	8	133	1
32	8	141	1
33	8	246	1
34	8	382	1
35	9	19	1
36	9	137	1
37	9	152	1
38	10	81	1
39	10	216	1
40	10	273	1
41	10	307	1
42	11	147	1
43	11	393	1
44	12	52	1
45	12	118	1
46	12	124	1
47	12	392	1
48	13	150	1
49	13	204	1
50	13	237	1
51	13	243	1
52	13	264	1
53	13	390	1
54	14	31	1
55	14	46	1
56	14	73	1
57	14	194	1
58	14	273	1
59	14	274	1
60	14	320	1
61	14	388	1
62	15	41	1
63	15	196	1
64	15	216	1
65	15	237	1
66	16	218	1
67	16	246	1
68	16	356	1
69	17	29	1
70	17	238	1
71	18	277	1
72	18	296	1
73	19	102	1
74	19	126	1
75	19	182	1
76	19	286	1
77	19	324	1
78	20	43	1
79	20	110	1
80	20	118	1
81	20	122	1
82	20	247	1
83	21	55	1
84	21	142	1
85	21	166	1
86	21	230	1
87	22	67	1
88	22	93	1
89	22	218	1
90	22	269	1
91	23	27	1
92	23	96	1
93	23	116	1
94	23	134	1
95	23	171	1
96	23	351	1
97	23	380	1
98	24	173	1
99	25	213	1
100	25	223	1
101	25	263	1
102	25	279	1
103	25	352	1
104	26	103	1
105	26	209	1
106	26	350	1
107	27	208	1
108	27	229	1
109	27	370	1
110	28	270	1
111	28	307	1
112	29	37	1
113	29	95	1
114	30	43	1
115	30	177	1
116	30	190	1
117	31	34	1
118	31	112	1
119	31	224	1
120	31	260	1
121	31	297	1
122	31	361	1
123	31	364	1
124	31	372	1
125	31	384	1
126	32	83	1
127	32	84	1
128	32	233	1
129	32	366	1
130	32	380	1
131	33	164	1
132	33	244	1
133	33	345	1
134	34	62	1
135	34	83	1
136	34	130	1
137	34	288	1
138	35	334	1
139	35	377	1
140	36	81	1
141	37	224	1
142	37	246	1
143	37	305	1
144	37	351	1
145	38	316	1
146	38	381	1
147	39	119	1
148	39	218	1
149	39	293	1
150	39	371	1
151	39	385	1
152	40	56	1
153	40	290	1
154	40	305	1
155	40	385	1
156	41	86	1
157	41	107	1
158	41	144	1
159	41	214	1
160	41	266	1
161	41	340	1
162	41	345	1
163	42	108	1
164	42	156	1
165	42	203	1
166	42	214	1
167	42	354	1
168	43	55	1
169	43	82	1
170	43	92	1
171	43	194	1
172	43	240	1
173	44	173	1
174	44	272	1
175	44	364	1
176	44	379	1
177	45	275	1
178	46	232	1
179	46	311	1
180	46	349	1
181	46	352	1
182	46	384	1
183	47	273	1
184	47	349	1
185	47	396	1
186	48	117	1
187	48	133	1
188	48	220	1
189	48	378	1
190	49	93	1
191	49	127	1
192	49	199	1
193	49	241	1
194	50	118	1
195	50	300	1
196	50	355	1
197	51	67	1
198	51	114	1
199	51	251	1
200	51	343	1
201	52	113	1
202	52	149	1
203	52	358	1
204	53	99	1
205	53	140	1
206	53	221	1
207	54	58	1
208	54	66	1
209	54	68	1
210	54	75	1
211	54	143	1
212	54	203	1
213	54	230	1
214	54	265	1
215	54	299	1
216	54	317	1
217	54	328	1
218	55	231	1
219	55	237	1
220	55	370	1
221	56	78	1
222	56	144	1
223	56	342	1
224	56	373	1
225	57	160	1
226	57	237	1
227	57	308	1
228	58	65	1
229	58	129	1
230	58	210	1
231	58	266	1
232	58	322	1
233	59	394	1
234	60	83	1
235	60	85	1
236	60	172	1
237	60	216	1
238	60	239	1
239	60	331	1
240	60	362	1
241	61	273	1
242	61	337	1
243	61	374	1
244	62	98	1
245	62	101	1
246	62	250	1
247	62	376	1
248	62	388	1
249	63	197	1
250	63	224	1
251	63	234	1
252	64	131	1
253	64	148	1
254	64	156	1
255	64	343	1
256	64	399	1
257	65	146	1
258	65	195	1
259	65	201	1
260	65	273	1
261	65	287	1
262	65	303	1
263	65	312	1
264	66	118	1
265	66	157	1
266	67	78	1
267	67	99	1
268	67	176	1
269	67	228	1
270	67	252	1
271	67	253	1
272	67	360	1
273	67	390	1
274	68	128	1
275	68	292	1
276	69	310	1
277	70	85	1
278	70	134	1
279	70	146	1
280	70	193	1
281	71	76	1
282	71	80	1
283	71	117	1
284	71	253	1
285	72	178	1
286	72	312	1
287	73	113	1
288	73	122	1
289	74	126	1
290	74	209	1
291	74	252	1
292	74	299	1
293	74	356	1
294	75	114	1
295	75	204	1
296	75	339	1
297	77	183	1
298	78	135	1
299	78	141	1
300	78	201	1
301	78	204	1
302	78	242	1
303	78	263	1
304	79	81	1
305	79	208	1
306	79	209	1
307	79	266	1
308	80	110	1
309	80	188	1
310	80	324	1
311	81	88	1
312	81	124	1
313	81	170	1
314	81	185	1
315	81	226	1
316	81	290	1
317	81	349	1
318	82	96	1
319	82	231	1
320	82	288	1
321	83	189	1
322	84	229	1
323	84	307	1
324	84	314	1
325	85	176	1
326	85	324	1
327	85	352	1
328	86	179	1
329	86	209	1
330	86	230	1
331	86	233	1
332	86	347	1
333	86	397	1
334	87	124	1
335	87	231	1
336	87	373	1
337	88	105	1
338	88	109	1
339	88	125	1
340	88	148	1
341	88	313	1
342	88	315	1
343	89	208	1
344	89	255	1
345	89	334	1
346	89	393	1
347	90	184	1
348	90	332	1
349	91	100	1
350	91	222	1
351	92	272	1
352	93	186	1
353	93	239	1
354	94	299	1
355	95	217	1
356	95	301	1
357	95	368	1
358	96	202	1
359	96	207	1
360	96	213	1
361	96	255	1
362	96	338	1
363	97	123	1
364	97	127	1
365	97	138	1
366	97	201	1
367	97	291	1
368	97	350	1
369	98	275	1
370	98	277	1
371	99	136	1
372	99	201	1
373	99	277	1
374	99	311	1
375	100	150	1
376	100	281	1
377	100	285	1
378	100	334	1
379	100	392	1
380	101	143	1
381	101	251	1
382	102	107	1
383	102	365	1
384	103	276	1
385	103	288	1
386	103	338	1
387	104	341	1
388	104	366	1
389	105	230	1
390	105	280	1
391	105	363	1
392	106	290	1
393	106	327	1
394	106	337	1
395	107	279	1
396	107	280	1
397	107	347	1
398	107	370	1
399	108	291	1
400	108	327	1
401	110	172	1
402	110	176	1
403	110	178	1
404	110	199	1
405	110	219	1
406	111	168	1
407	111	218	1
408	113	309	1
409	113	379	1
410	114	152	1
411	114	199	1
412	114	250	1
413	114	334	1
414	114	356	1
415	115	304	1
416	115	335	1
417	115	352	1
418	115	361	1
419	115	381	1
420	116	157	1
421	116	206	1
422	117	331	1
423	117	350	1
424	118	206	1
425	118	231	1
426	118	373	1
427	119	162	1
428	119	293	1
429	119	373	1
430	120	263	1
431	120	274	1
432	120	348	1
433	121	177	1
434	121	295	1
435	121	302	1
436	122	180	1
437	122	233	1
438	122	319	1
439	122	336	1
440	122	346	1
441	123	155	1
442	123	181	1
443	124	160	1
444	124	162	1
445	124	224	1
446	124	242	1
447	124	251	1
448	124	319	1
449	125	172	1
450	126	232	1
451	126	346	1
452	127	223	1
453	128	210	1
454	128	239	1
455	129	168	1
456	129	224	1
457	129	238	1
458	129	326	1
459	129	381	1
460	130	325	1
461	130	345	1
462	132	144	1
463	132	158	1
464	132	166	1
465	132	225	1
466	132	278	1
467	132	340	1
468	132	373	1
469	133	182	1
470	133	347	1
471	133	369	1
472	133	377	1
473	134	146	1
474	135	202	1
475	135	271	1
476	136	184	1
477	136	236	1
478	136	263	1
479	136	293	1
480	136	314	1
481	137	253	1
482	138	363	1
483	138	376	1
484	139	169	1
485	139	295	1
486	139	351	1
487	139	370	1
488	140	254	1
489	141	283	1
490	141	321	1
491	141	377	1
492	142	180	1
493	142	232	1
494	142	272	1
495	143	184	1
496	143	261	1
497	143	378	1
498	144	342	1
499	145	277	1
500	145	361	1
501	146	154	1
502	146	235	1
503	147	161	1
504	147	196	1
505	147	205	1
506	147	343	1
507	148	252	1
508	148	271	1
509	148	278	1
510	148	358	1
511	149	161	1
512	149	201	1
513	149	347	1
514	149	368	1
515	150	183	1
516	150	198	1
517	151	173	1
518	151	252	1
519	151	392	1
520	152	224	1
521	152	261	1
522	152	282	1
523	152	374	1
524	152	378	1
525	152	390	1
526	153	263	1
527	153	385	1
528	154	167	1
529	154	213	1
530	154	317	1
531	155	342	1
532	155	361	1
533	155	394	1
534	156	194	1
535	156	201	1
536	156	241	1
537	156	350	1
538	156	379	1
539	156	387	1
540	156	397	1
541	157	175	1
542	157	239	1
543	157	292	1
544	157	301	1
545	157	346	1
546	157	359	1
547	157	394	1
548	158	326	1
549	158	371	1
550	159	169	1
551	159	392	1
552	160	271	1
553	160	371	1
554	161	168	1
555	161	354	1
556	161	395	1
557	162	310	1
558	162	320	1
559	163	296	1
560	164	335	1
561	165	270	1
562	166	211	1
563	166	312	1
564	166	314	1
565	167	369	1
566	167	382	1
567	168	180	1
568	168	328	1
569	169	259	1
570	169	272	1
571	169	357	1
572	170	243	1
573	171	258	1
574	171	334	1
575	171	376	1
576	172	234	1
577	172	388	1
578	173	178	1
579	173	201	1
580	173	207	1
581	174	187	1
582	174	272	1
583	174	285	1
584	174	373	1
585	175	239	1
586	175	313	1
587	175	395	1
588	176	275	1
589	176	364	1
590	177	322	1
591	178	314	1
592	178	338	1
593	178	392	1
594	179	373	1
595	180	211	1
596	180	315	1
597	180	337	1
598	180	352	1
599	181	219	1
600	181	353	1
601	181	389	1
602	182	212	1
603	182	282	1
604	183	252	1
605	184	256	1
606	184	340	1
607	185	357	1
608	185	385	1
609	186	260	1
610	186	263	1
611	187	198	1
612	187	317	1
613	187	328	1
614	187	353	1
615	188	220	1
616	188	283	1
617	189	289	1
618	190	382	1
619	191	195	1
620	191	220	1
621	191	394	1
622	192	233	1
623	192	253	1
624	192	291	1
625	194	335	1
626	195	386	1
627	199	211	1
628	200	279	1
629	200	367	1
630	201	349	1
631	202	220	1
632	202	247	1
633	202	341	1
634	203	247	1
635	203	304	1
636	203	333	1
637	204	317	1
638	205	217	1
639	205	275	1
640	205	308	1
641	205	359	1
642	207	305	1
643	207	315	1
644	207	342	1
645	207	351	1
646	207	381	1
647	208	346	1
648	209	296	1
649	209	342	1
650	209	348	1
651	210	252	1
652	210	310	1
653	211	215	1
654	212	246	1
655	212	294	1
656	213	219	1
657	213	223	1
658	213	265	1
659	213	344	1
660	214	262	1
661	215	245	1
662	215	252	1
663	216	260	1
664	216	281	1
665	217	252	1
666	217	258	1
667	217	288	1
668	217	307	1
669	217	334	1
670	217	383	1
671	218	235	1
672	218	374	1
673	218	388	1
674	220	319	1
675	221	226	1
676	221	269	1
677	221	298	1
678	222	247	1
679	224	308	1
680	224	332	1
681	225	352	1
682	226	309	1
683	227	319	1
684	228	247	1
685	230	287	1
686	230	299	1
687	230	359	1
688	230	392	1
689	233	345	1
690	235	245	1
691	235	334	1
692	238	293	1
693	239	370	1
694	240	267	1
695	240	363	1
696	242	274	1
697	243	278	1
698	244	391	1
699	245	272	1
700	245	326	1
701	245	353	1
702	246	378	1
703	247	335	1
704	247	353	1
705	248	339	1
706	249	297	1
707	250	325	1
708	250	393	1
709	251	398	1
710	252	379	1
711	254	369	1
712	255	316	1
713	255	376	1
714	256	306	1
715	257	395	1
716	258	279	1
717	259	392	1
718	260	274	1
719	260	307	1
720	261	319	1
721	266	290	1
722	266	304	1
723	266	305	1
724	266	322	1
725	267	278	1
726	267	308	1
727	267	379	1
728	267	384	1
729	267	397	1
730	268	291	1
731	268	399	1
732	270	393	1
733	272	295	1
734	272	329	1
735	273	289	1
736	273	337	1
737	275	290	1
738	275	320	1
739	277	329	1
740	278	357	1
741	279	353	1
742	282	355	1
743	284	320	1
744	284	328	1
745	284	394	1
746	285	304	1
747	285	396	1
748	286	349	1
749	287	382	1
750	289	309	1
751	289	361	1
752	289	375	1
753	290	358	1
754	292	305	1
755	292	315	1
756	292	354	1
757	292	384	1
758	294	378	1
759	297	370	1
760	298	355	1
761	299	318	1
762	299	359	1
763	299	366	1
764	300	304	1
765	300	308	1
766	300	392	1
767	301	390	1
768	303	389	1
769	305	308	1
770	305	346	1
771	305	364	1
772	307	310	1
773	307	388	1
774	309	343	1
775	309	352	1
776	310	352	1
777	312	362	1
778	316	385	1
779	323	378	1
780	325	334	1
781	325	361	1
782	326	334	1
783	326	391	1
784	328	329	1
785	330	379	1
786	331	375	1
787	331	390	1
788	333	396	1
789	336	366	1
790	338	346	1
791	338	385	1
792	340	342	1
793	340	355	1
794	340	371	1
795	341	346	1
796	344	381	1
797	345	347	1
798	348	371	1
799	354	370	1
800	354	384	1
801	362	372	1
802	376	388	1
803	378	395	1
804	387	398	1
805	390	391	1
806	392	393	1
