Link_index	Source	Destination	Capacity(kbps)
0	0	2	1
1	0	3	1
2	0	7	1
3	0	8	1
4	0	13	1
5	0	14	1
6	0	23	1
7	0	27	1
8	0	32	1
9	0	37	1
10	0	39	1
11	0	48	1
12	1	2	1
13	1	3	1
14	1	4	1
15	1	5	1
16	1	9	1
17	1	11	1
18	1	26	1
19	2	6	1
20	2	24	1
21	2	25	1
22	2	26	1
23	2	27	1
24	3	4	1
25	3	5	1
26	3	6	1
27	3	14	1
28	3	15	1
29	3	16	1
30	3	17	1
31	3	18	1
32	3	19	1
33	3	33	1
34	3	34	1
35	3	35	1
36	3	39	1
37	3	42	1
38	3	43	1
39	3	45	1
40	4	36	1
41	5	7	1
42	5	12	1
43	5	13	1
44	5	33	1
45	6	8	1
46	6	9	1
47	6	16	1
48	6	17	1
49	6	20	1
50	6	28	1
51	6	31	1
52	6	46	1
53	7	11	1
54	7	42	1
55	7	43	1
56	8	10	1
57	8	20	1
58	8	23	1
59	8	24	1
60	8	34	1
61	8	38	1
62	8	41	1
63	8	44	1
64	8	45	1
65	9	10	1
66	9	12	1
67	9	18	1
68	9	21	1
69	9	29	1
70	9	30	1
71	9	31	1
72	9	32	1
73	9	40	1
74	10	15	1
75	10	19	1
76	13	22	1
77	13	46	1
78	14	21	1
79	14	22	1
80	14	25	1
81	14	29	1
82	14	36	1
83	14	47	1
84	15	35	1
85	16	38	1
86	20	30	1
87	20	49	1
88	21	28	1
89	21	37	1
90	23	48	1
91	27	47	1
92	34	41	1
93	36	40	1
94	40	44	1
95	40	49	1
