Link_index	Source	Destination	Capacity(kbps)
0	0	3	1
1	0	5	1
2	0	6	1
3	0	10	1
4	0	15	1
5	1	3	1
6	1	4	1
7	1	5	1
8	1	9	1
9	1	11	1
10	1	13	1
11	1	16	1
12	2	3	1
13	2	4	1
14	2	17	1
15	3	4	1
16	3	6	1
17	3	8	1
18	3	10	1
19	3	14	1
20	3	15	1
21	3	18	1
22	4	5	1
23	4	7	1
24	4	9	1
25	4	11	1
26	5	6	1
27	5	7	1
28	5	8	1
29	5	11	1
30	5	14	1
31	5	17	1
32	5	19	1
33	6	7	1
34	6	9	1
35	6	10	1
36	6	12	1
37	6	14	1
38	7	8	1
39	7	12	1
40	7	13	1
41	7	16	1
42	7	19	1
43	10	17	1
44	11	12	1
45	11	15	1
46	12	13	1
47	12	16	1
48	15	19	1
49	16	18	1
50	17	18	1
