Link_index	Source	Destination	Capacity(kbps)
0	0	78	1
1	0	121	1
2	0	122	1
3	0	158	1
4	0	183	1
5	0	248	1
6	0	290	1
7	0	326	1
8	1	20	1
9	1	140	1
10	2	11	1
11	2	37	1
12	2	45	1
13	2	101	1
14	2	159	1
15	2	246	1
16	2	337	1
17	3	64	1
18	3	95	1
19	3	111	1
20	4	40	1
21	4	146	1
22	4	202	1
23	4	253	1
24	4	256	1
25	4	373	1
26	5	87	1
27	5	276	1
28	5	296	1
29	6	271	1
30	7	117	1
31	8	296	1
32	8	334	1
33	9	17	1
34	9	155	1
35	9	167	1
36	10	81	1
37	10	177	1
38	10	329	1
39	10	346	1
40	11	47	1
41	11	168	1
42	11	169	1
43	11	180	1
44	11	311	1
45	11	330	1
46	11	348	1
47	12	81	1
48	12	199	1
49	12	315	1
50	12	373	1
51	13	18	1
52	13	51	1
53	13	86	1
54	13	148	1
55	13	150	1
56	13	292	1
57	14	62	1
58	14	120	1
59	14	177	1
60	14	254	1
61	14	303	1
62	14	307	1
63	15	165	1
64	15	200	1
65	15	265	1
66	15	379	1
67	16	101	1
68	16	171	1
69	17	166	1
70	17	227	1
71	17	229	1
72	17	244	1
73	17	253	1
74	17	306	1
75	18	136	1
76	18	142	1
77	18	184	1
78	18	259	1
79	19	54	1
80	19	106	1
81	19	226	1
82	20	21	1
83	20	52	1
84	20	93	1
85	20	254	1
86	21	43	1
87	21	100	1
88	21	117	1
89	21	148	1
90	21	245	1
91	21	300	1
92	22	66	1
93	22	198	1
94	22	324	1
95	23	121	1
96	23	133	1
97	23	263	1
98	23	301	1
99	23	366	1
100	24	255	1
101	24	381	1
102	25	56	1
103	25	59	1
104	25	166	1
105	25	214	1
106	25	314	1
107	25	345	1
108	25	388	1
109	26	242	1
110	27	227	1
111	27	287	1
112	28	66	1
113	28	303	1
114	28	368	1
115	29	65	1
116	29	87	1
117	29	148	1
118	29	174	1
119	29	293	1
120	29	321	1
121	30	174	1
122	30	185	1
123	30	280	1
124	30	356	1
125	31	284	1
126	31	306	1
127	31	309	1
128	31	350	1
129	31	388	1
130	32	109	1
131	32	151	1
132	32	343	1
133	32	359	1
134	32	390	1
135	33	80	1
136	33	219	1
137	33	318	1
138	33	331	1
139	33	334	1
140	33	347	1
141	34	107	1
142	34	132	1
143	34	153	1
144	34	170	1
145	34	212	1
146	34	262	1
147	34	344	1
148	34	388	1
149	35	189	1
150	35	243	1
151	35	255	1
152	35	277	1
153	35	283	1
154	36	114	1
155	36	127	1
156	36	227	1
157	36	239	1
158	36	247	1
159	36	286	1
160	37	64	1
161	37	79	1
162	37	162	1
163	37	321	1
164	37	386	1
165	38	39	1
166	38	83	1
167	38	251	1
168	38	355	1
169	39	52	1
170	39	60	1
171	39	311	1
172	39	328	1
173	39	373	1
174	39	377	1
175	39	398	1
176	40	256	1
177	40	312	1
178	41	84	1
179	41	170	1
180	41	188	1
181	41	201	1
182	41	217	1
183	42	94	1
184	42	177	1
185	42	265	1
186	42	286	1
187	42	368	1
188	43	81	1
189	43	117	1
190	43	139	1
191	43	152	1
192	43	300	1
193	44	254	1
194	45	266	1
195	45	289	1
196	46	89	1
197	46	92	1
198	46	119	1
199	46	124	1
200	46	271	1
201	47	91	1
202	48	95	1
203	48	264	1
204	49	74	1
205	49	170	1
206	50	166	1
207	50	279	1
208	50	341	1
209	50	387	1
210	51	77	1
211	52	53	1
212	52	68	1
213	52	129	1
214	52	143	1
215	52	168	1
216	52	222	1
217	53	94	1
218	53	107	1
219	53	132	1
220	53	178	1
221	53	285	1
222	53	332	1
223	54	219	1
224	54	243	1
225	54	289	1
226	55	117	1
227	56	76	1
228	56	117	1
229	56	233	1
230	56	341	1
231	57	73	1
232	57	243	1
233	57	270	1
234	58	132	1
235	58	157	1
236	58	199	1
237	58	266	1
238	58	271	1
239	58	313	1
240	59	75	1
241	59	268	1
242	59	330	1
243	59	349	1
244	59	394	1
245	60	137	1
246	60	198	1
247	61	259	1
248	61	264	1
249	61	351	1
250	62	70	1
251	62	82	1
252	62	124	1
253	62	159	1
254	62	331	1
255	62	385	1
256	63	228	1
257	63	312	1
258	64	93	1
259	64	368	1
260	65	94	1
261	65	267	1
262	65	322	1
263	65	342	1
264	65	353	1
265	66	97	1
266	66	139	1
267	66	157	1
268	66	221	1
269	66	283	1
270	67	107	1
271	67	140	1
272	67	295	1
273	68	117	1
274	68	191	1
275	68	227	1
276	68	303	1
277	69	136	1
278	69	245	1
279	69	255	1
280	69	382	1
281	70	275	1
282	70	289	1
283	71	343	1
284	71	345	1
285	72	129	1
286	72	213	1
287	72	258	1
288	72	366	1
289	72	374	1
290	73	82	1
291	73	117	1
292	74	333	1
293	74	336	1
294	74	364	1
295	75	263	1
296	76	88	1
297	76	204	1
298	76	272	1
299	76	379	1
300	77	87	1
301	77	210	1
302	78	88	1
303	78	344	1
304	78	392	1
305	79	245	1
306	79	337	1
307	80	128	1
308	81	161	1
309	81	164	1
310	81	248	1
311	81	271	1
312	81	330	1
313	82	265	1
314	82	302	1
315	83	110	1
316	83	187	1
317	83	203	1
318	83	221	1
319	84	361	1
320	85	154	1
321	85	261	1
322	85	267	1
323	86	108	1
324	86	123	1
325	86	129	1
326	86	230	1
327	86	291	1
328	87	112	1
329	87	122	1
330	87	219	1
331	87	263	1
332	87	285	1
333	88	168	1
334	88	243	1
335	89	215	1
336	89	216	1
337	90	286	1
338	91	137	1
339	91	250	1
340	91	310	1
341	92	210	1
342	93	126	1
343	93	161	1
344	93	162	1
345	93	216	1
346	93	236	1
347	93	258	1
348	93	278	1
349	93	300	1
350	94	350	1
351	95	124	1
352	95	171	1
353	95	199	1
354	95	282	1
355	95	340	1
356	95	385	1
357	96	181	1
358	96	369	1
359	97	291	1
360	97	298	1
361	98	118	1
362	98	370	1
363	99	103	1
364	99	114	1
365	99	292	1
366	99	378	1
367	100	240	1
368	101	298	1
369	101	372	1
370	102	353	1
371	103	176	1
372	103	209	1
373	104	165	1
374	104	366	1
375	105	268	1
376	105	297	1
377	105	316	1
378	106	369	1
379	107	120	1
380	107	147	1
381	107	169	1
382	107	305	1
383	108	156	1
384	108	366	1
385	108	382	1
386	109	399	1
387	110	319	1
388	111	205	1
389	111	245	1
390	112	303	1
391	112	378	1
392	113	158	1
393	113	266	1
394	113	318	1
395	113	366	1
396	114	147	1
397	114	161	1
398	114	180	1
399	114	260	1
400	114	314	1
401	114	325	1
402	115	141	1
403	115	180	1
404	115	200	1
405	115	242	1
406	115	290	1
407	115	334	1
408	116	388	1
409	117	140	1
410	118	211	1
411	118	336	1
412	118	352	1
413	120	306	1
414	121	256	1
415	121	384	1
416	122	208	1
417	122	232	1
418	122	272	1
419	122	373	1
420	123	211	1
421	123	309	1
422	123	329	1
423	124	353	1
424	125	135	1
425	125	296	1
426	125	386	1
427	126	252	1
428	127	157	1
429	127	249	1
430	127	285	1
431	127	308	1
432	127	321	1
433	128	148	1
434	128	216	1
435	128	266	1
436	130	166	1
437	130	253	1
438	130	329	1
439	130	371	1
440	131	168	1
441	131	346	1
442	131	386	1
443	132	147	1
444	132	344	1
445	132	360	1
446	132	396	1
447	133	190	1
448	133	199	1
449	133	325	1
450	133	329	1
451	134	194	1
452	134	199	1
453	134	281	1
454	134	354	1
455	135	160	1
456	135	180	1
457	135	352	1
458	136	181	1
459	136	278	1
460	136	329	1
461	136	351	1
462	136	379	1
463	137	219	1
464	137	247	1
465	138	198	1
466	138	332	1
467	139	141	1
468	139	227	1
469	139	299	1
470	140	174	1
471	140	200	1
472	140	268	1
473	140	318	1
474	141	148	1
475	141	295	1
476	142	360	1
477	143	145	1
478	143	178	1
479	143	311	1
480	143	317	1
481	144	198	1
482	144	201	1
483	144	235	1
484	145	335	1
485	145	399	1
486	147	236	1
487	147	309	1
488	148	190	1
489	149	243	1
490	150	243	1
491	151	163	1
492	151	219	1
493	151	234	1
494	152	175	1
495	152	342	1
496	153	167	1
497	153	225	1
498	153	277	1
499	153	383	1
500	154	178	1
501	154	356	1
502	154	358	1
503	154	399	1
504	156	259	1
505	156	286	1
506	156	294	1
507	156	324	1
508	157	222	1
509	158	259	1
510	159	160	1
511	159	251	1
512	159	266	1
513	159	287	1
514	160	173	1
515	161	249	1
516	161	266	1
517	161	316	1
518	161	389	1
519	162	199	1
520	163	205	1
521	164	176	1
522	164	230	1
523	164	368	1
524	164	379	1
525	167	246	1
526	167	271	1
527	167	374	1
528	170	281	1
529	170	363	1
530	171	304	1
531	171	309	1
532	172	302	1
533	173	398	1
534	175	193	1
535	175	306	1
536	175	376	1
537	176	202	1
538	176	244	1
539	176	338	1
540	176	342	1
541	176	381	1
542	177	178	1
543	177	331	1
544	178	344	1
545	179	195	1
546	179	349	1
547	180	189	1
548	180	221	1
549	180	315	1
550	180	316	1
551	180	343	1
552	181	244	1
553	182	224	1
554	182	272	1
555	182	317	1
556	183	345	1
557	184	211	1
558	184	218	1
559	185	186	1
560	185	205	1
561	185	213	1
562	185	257	1
563	185	387	1
564	186	254	1
565	186	345	1
566	188	275	1
567	189	227	1
568	189	252	1
569	190	262	1
570	191	196	1
571	191	203	1
572	191	237	1
573	191	399	1
574	192	206	1
575	192	329	1
576	193	201	1
577	193	221	1
578	193	285	1
579	193	351	1
580	194	240	1
581	194	277	1
582	194	387	1
583	195	197	1
584	195	242	1
585	196	217	1
586	196	240	1
587	196	263	1
588	197	221	1
589	197	250	1
590	197	375	1
591	198	253	1
592	199	264	1
593	200	274	1
594	200	338	1
595	201	248	1
596	201	369	1
597	202	207	1
598	202	332	1
599	202	380	1
600	203	379	1
601	205	225	1
602	205	379	1
603	205	380	1
604	206	258	1
605	206	305	1
606	207	244	1
607	207	253	1
608	207	303	1
609	207	316	1
610	207	330	1
611	207	358	1
612	208	302	1
613	209	251	1
614	209	339	1
615	211	277	1
