Link_index	Source	Destination	Capacity(kbps)
0	0	6	1
1	0	24	1
2	1	18	1
3	2	4	1
4	2	39	1
5	3	9	1
6	3	28	1
7	4	36	1
8	5	34	1
9	5	45	1
10	5	47	1
11	6	11	1
12	7	12	1
13	8	20	1
14	9	16	1
15	9	24	1
16	9	28	1
17	9	44	1
18	10	30	1
19	10	35	1
20	10	45	1
21	11	19	1
22	11	41	1
23	11	45	1
24	12	19	1
25	12	27	1
26	12	49	1
27	13	33	1
28	13	36	1
29	14	28	1
30	14	44	1
31	14	46	1
32	15	27	1
33	15	32	1
34	15	37	1
35	15	38	1
36	16	21	1
37	17	23	1
38	18	19	1
39	18	27	1
40	18	29	1
41	19	31	1
42	20	36	1
43	20	44	1
44	22	32	1
45	22	34	1
46	22	41	1
47	23	24	1
48	23	29	1
49	23	38	1
50	24	35	1
51	24	46	1
52	25	29	1
53	26	28	1
54	30	35	1
55	32	44	1
56	33	38	1
57	34	42	1
58	34	46	1
59	35	46	1
60	36	43	1
61	37	49	1
62	40	43	1
63	41	49	1
