Link_index	Source	Destination	Capacity(kbps)
0	0	3	1
1	0	4	1
2	0	5	1
3	0	7	1
4	0	8	1
5	0	9	1
6	0	10	1
7	0	12	1
8	0	15	1
9	0	18	1
10	0	20	1
11	0	23	1
12	0	25	1
13	0	26	1
14	0	30	1
15	0	36	1
16	1	3	1
17	1	4	1
18	2	3	1
19	2	6	1
20	2	8	1
21	2	10	1
22	2	11	1
23	2	33	1
24	2	34	1
25	2	35	1
26	3	4	1
27	3	5	1
28	3	6	1
29	3	9	1
30	3	11	1
31	3	13	1
32	3	17	1
33	3	22	1
34	3	25	1
35	3	29	1
36	3	30	1
37	3	34	1
38	3	36	1
39	3	37	1
40	3	38	1
41	3	43	1
42	3	44	1
43	3	48	1
44	3	49	1
45	4	5	1
46	4	6	1
47	4	7	1
48	4	8	1
49	4	9	1
50	4	10	1
51	4	12	1
52	4	13	1
53	4	15	1
54	4	16	1
55	4	17	1
56	4	18	1
57	4	19	1
58	4	20	1
59	4	21	1
60	4	22	1
61	4	23	1
62	4	24	1
63	4	26	1
64	4	27	1
65	4	28	1
66	4	31	1
67	4	35	1
68	4	37	1
69	4	46	1
70	5	7	1
71	5	12	1
72	5	34	1
73	6	14	1
74	6	17	1
75	6	39	1
76	6	46	1
77	7	14	1
78	7	20	1
79	7	22	1
80	7	28	1
81	8	11	1
82	8	23	1
83	8	41	1
84	8	45	1
85	10	14	1
86	10	18	1
87	10	40	1
88	11	16	1
89	11	24	1
90	11	33	1
91	11	36	1
92	11	40	1
93	11	44	1
94	11	49	1
95	12	13	1
96	12	25	1
97	12	41	1
98	13	19	1
99	13	24	1
100	13	32	1
101	14	15	1
102	14	47	1
103	15	16	1
104	15	37	1
105	16	19	1
106	16	21	1
107	16	27	1
108	16	29	1
109	16	31	1
110	16	35	1
111	16	39	1
112	16	41	1
113	16	42	1
114	16	47	1
115	17	21	1
116	17	27	1
117	17	28	1
118	17	32	1
119	17	42	1
120	19	39	1
121	19	45	1
122	19	48	1
123	21	33	1
124	22	44	1
125	23	26	1
126	24	32	1
127	24	43	1
128	24	46	1
129	26	48	1
130	27	29	1
131	28	30	1
132	30	31	1
133	32	38	1
134	32	40	1
135	33	38	1
136	37	42	1
137	39	45	1
138	40	43	1
139	42	49	1
140	46	47	1
